#x, y, z, milliseconds, timeInMilliseconds
-0.0139419, 0.0246067, -0.0135578, 49, 49
-0.00628402, 0.0174682, 0.0183747, 46, 47
0.00970039, 0.00895091, 0.0258284, 50, 49
0.00210193, -0.00713719, -0.00503435, 45, 45
0.016865, -0.0144381, 0.00241657, 48, 48
-0.0140362, 0.00128105, -0.0284453, 49, 49
0.0250174, 0.0170477, -0.0365659, 46, 45
-0.0528575, 0.0554383, 0.0182009, 47, 48
0.00968364, -0.0216516, 0.0182555, 48, 48
-0.0529846, 0.0406711, 0.00214378, 49, 49
0.0166467, -0.00728267, -0.0208546, 47, 48
0.00963002, 0.0174339, 0.0185226, 48, 46
0.00937301, 0.0319674, -0.00470012, 47, 49
-0.0138763, -0.0144996, -0.0138243, 49, 46
-0.0453042, 0.0555955, 0.0415904, 52, 55
-0.0136197, 0.00893828, 0.0182479, 43, 40
0.00924048, 0.0245207, -0.0207069, 46, 47
0.00251349, 0.00174703, 0.041667, 49, 48
-0.00667265, 0.0245533, -0.0208548, 48, 49
0.00926551, 0.00863657, -0.0208152, 47, 46
0.0325652, 0.0245253, -0.013126, 48, 48
-0.0223053, -0.0070474, 0.00210327, 47, 47
0.00183722, 0.024469, -0.0281393, 49, 49
-0.00611457, 0.00169914, 0.0342231, 48, 47
-0.0223887, 0.0406192, 0.00242779, 47, 48
-0.0291922, -0.0140404, 0.0498561, 46, 46
0.0166346, 0.0318993, -0.0132243, 49, 49
0.0485596, -0.0219517, -0.0132944, 48, 50
0.00984954, -0.0301032, 0.0341544, 47, 45
-0.0456785, -0.0217867, -0.0141693, 47, 47
0.0168394, 0.0479472, 0.0114334, 48, 47
-0.0919691, 0.0176421, 0.0175785, 48, 48
0.00192876, 0.00863825, -0.020883, 48, 48
-0.0294692, 0.017559, 0.0255236, 47, 47
-0.0451311, 0.00918889, 0.0498671, 47, 47
-0.00621649, -0.0216412, 0.0181084, 51, 51
0.00213401, 0.0173462, 0.00249721, 45, 45
-0.0844424, 0.00183622, 0.0334959, 48, 49
0.0253342, 0.0086998, -0.0047099, 47, 48
-0.123633, 0.064264, 0.0409222, 53, 57
-0.0451941, 0.0409793, 0.050083, 42, 37
0.0325922, -0.0305231, -0.0208653, 50, 49
-0.0384553, 0.00870255, -0.0212577, 46, 46
0.0169484, 0.0247752, 0.01864, 47, 48
0.016571, -0.00732007, -0.0282198, 48, 47
0.0407576, 0.0315714, -0.0522751, 48, 48
-0.0682803, -0.0139344, 0.0568576, 48, 48
-0.0454155, 0.0322711, 0.0254751, 48, 48
-0.0299771, 0.0172025, -0.028485, 49, 50
0.0169428, 0.0247848, 0.0186397, 45, 45
0.0323322, 0.0317062, -0.0363981, 50, 50
-0.0222712, -0.0302585, 0.00194479, 45, 45
-0.0381872, -0.021691, 0.00185586, 48, 47
0.024426, 0.0166391, -0.0991671, 48, 48
-0.0294504, 0.0481858, 0.0343234, 47, 47
-0.0454061, 0.0322551, 0.0254756, 48, 48
-0.0924213, 0.0711412, -0.0213337, 48, 47
0.0094784, -0.0303595, -0.00512472, 48, 49
-0.0137912, 0.0173996, 0.00234863, 47, 47
-0.0297375, 0.00148041, -0.00527175, 50, 51
0.00194822, -0.00723627, -0.0209917, 45, 45
-0.0376568, -0.0371864, 0.0569828, 49, 50
-0.0223509, 0.0174018, 0.00226953, 46, 47
0.0332817, 0.0323934, 0.0654813, 48, 47
0.0560512, -0.030386, 0.00267167, 47, 48
0.0324832, -0.0073511, -0.028072, 47, 46
0.0257656, 0.0482093, 0.0507914, 48, 48
-0.0383231, 0.0479996, 0.00232935, 48, 49
0.00150857, 0.000987405, -0.0675764, 54, 57
0.00902178, -0.0221346, -0.0529373, 41, 37
-0.0222962, -0.0143744, 0.00205312, 48, 49
0.0414268, -0.0144304, 0.0112363, 48, 47
0.0651375, 0.00912511, 0.0656184, 48, 48
0.087551, -0.00743635, -0.0275611, 48, 48
-0.0454258, 0.0408186, 0.0255336, 47, 47
-0.0133522, 0.025046, 0.0502699, 48, 50
-0.0217871, -0.013992, 0.0572887, 48, 46
-0.0610693, 0.094898, 0.0650306, 48, 48
0.0331269, -0.0448074, 0.0342703, 47, 47
-0.0129164, 0.0645199, 0.104545, 47, 47
-0.0844331, 0.0324515, 0.0410684, 49, 48
0.0251463, 0.0318117, -0.0205087, 48, 49
0.0253527, -0.00717312, -0.00481863, 47, 46
-0.0225227, -0.00720458, -0.0212185, 48, 48
-0.037655, 0.0019717, 0.064614, 47, 47
-0.052694, -0.00682076, 0.0251405, 49, 49
-0.0134791, 0.0482209, 0.0418355, 48, 48
0.00977095, 0.0554975, 0.0421018, 47, 47
0.0323958, -0.0453391, -0.0442873, 46, 46
-0.0527459, 0.0249506, 0.025357, 50, 50
0.00865078, -0.0150798, -0.0921656, 47, 46
0.0405475, -0.0150707, -0.0832783, 47, 47
0.0255766, 0.032134, 0.0261346, 48, 49
-0.0070728, -0.0454735, -0.0765654, 52, 53
0.0412072, -0.0610842, -0.0209941, 44, 41
-0.0134979, -0.0215671, 0.0254046, 48, 49
0.00160104, -0.014845, -0.0603201, 47, 47
-0.0138549, 0.0173414, -0.00501586, 47, 48
-0.00668448, -0.00727619, -0.0284358, 49, 48
0.0412175, -0.0304706, -0.0134216, 47, 50
0.0878757, -0.0696093, -0.00466373, 48, 46
0.0169945, -0.0449289, 0.0108006, 47, 46
-0.0526062, -0.0532763, 0.0248246, 48, 48
-0.00630977, -0.0143374, 0.0107928, 48, 47
-0.0222249, 0.064021, 0.025907, 49, 49
0.00142332, -0.0382227, -0.0838, 47, 47
-0.0455997, -0.0302568, -0.00563625, 48, 48
-0.00654216, -0.00718547, -0.0137059, 47, 47
-0.00684666, 0.00116913, -0.0443345, 47, 47
0.0253952, -0.0303985, -0.00497662, 48, 49
0.0249545, -0.0772032, -0.0605292, 49, 49
0.0714781, -0.0454629, -0.052516, 48, 48
-0.0293125, 0.0483121, 0.0502798, 45, 46
0.0325966, 0.00131906, -0.0132847, 49, 49
0.0254156, -0.00711343, 0.00254581, 46, 46
-0.0452053, 0.0409986, 0.0500824, 48, 48
-0.0380035, 0.078808, 0.0418166, 47, 48
0.0096698, 0.0248446, 0.0259364, 48, 47
0.00943197, 0.0405635, 0.00272322, 48, 49
-0.0382668, 0.0174392, 0.00212149, 47, 46
0.0323976, -0.0453422, -0.0442871, 50, 51
0.0250666, -0.0538802, -0.0444137, 45, 45
-0.0451858, 0.0715962, 0.0576555, 55, 56
0.0412499, 0.0405126, 0.00301848, 41, 41
0.0252546, 0.04783, -0.00444428, 49, 49
-0.0379796, 0.0249834, 0.0340856, 46, 46
0.00946435, -0.0218056, -0.00506641, 48, 49
0.00193982, -0.037853, -0.0285641, 47, 46
-0.0528632, 0.00897583, 0.0105189, 48, 48
0.00216474, -0.00707751, 0.00233009, 47, 47
0.0251471, 0.0244992, -0.0205594, 48, 48
-0.0137712, 0.0553357, 0.0111992, 49, 49
0.0326625, 0.0478738, 0.00298844, 46, 45
-0.0220797, -0.0142156, 0.0253749, 50, 50
-0.0454628, 0.0175623, 0.0180103, 46, 46
-0.0613554, 0.00902979, 0.0178044, 47, 48
-0.0139206, 0.008729, -0.0136664, 47, 47
-0.00638397, -0.0144054, 0.00220095, 48, 48
-0.0223061, 0.0713042, 0.0185921, 48, 48
0.00244419, 0.00169849, 0.0343022, 47, 47
-0.0134641, 0.00903414, 0.0342052, 49, 50
0.0252463, 0.0478445, -0.00444478, 46, 46
0.0248279, -0.00752845, -0.0600552, 50, 50
-0.0219621, 0.00178668, 0.0414399, 46, 47
0.0328078, 0.0173559, 0.0113733, 49, 48
-0.0298967, 0.0478631, -0.0135477, 46, 46
-0.00640511, 0.040661, 0.0111674, 48, 49
-0.00605734, 0.0017684, 0.0415873, 49, 51
0.0167938, 0.0246778, 0.00268268, 47, 45
0.0163622, -0.0221427, -0.0528693, 48, 49
0.01657, -0.00731848, -0.0282199, 47, 46
0.00930237, 0.024582, -0.0133425, 59, 61
0.0557238, -0.00736951, -0.0278569, 35, 33
0.0323941, -0.00739367, -0.0366648, 48, 49
-0.0451019, 0.0178361, 0.0572888, 47, 47
-0.0383452, 0.0247176, -0.00519319, 49, 48
0.00217976, 0.0320857, 0.0111888, 47, 47
0.0247651, -0.00758814, -0.0674196, 49, 49
-0.084273, -0.0139329, 0.0493444, 48, 48
-0.0614472, 0.0175496, 0.0104975, 47, 47
-0.0298726, 0.0319807, -0.0136561, 48, 51
-0.0134512, -0.00682922, 0.0340963, 47, 44
0.0168048, -0.0695326, -0.0139154, 47, 47
0.0483461, -0.0306453, -0.0366751, 47, 47
-0.0456116, 0.063955, 0.0109617, 50, 49
0.0320971, 0.0009482, -0.0672929, 46, 45
0.0413296, -0.00714764, 0.00269374, 48, 48
0.025655, -0.0216166, 0.0257676, 48, 49
-0.00648606, -0.0450569, -0.0139645, 47, 48
-0.013728, 0.0247978, 0.0109906, 48, 47
-0.0381334, 0.0248844, 0.0181283, 48, 48
0.00156868, -0.0381094, -0.0678432, 47, 49
-0.0295237, 0.00164396, 0.0180498, 48, 50
0.00197196, 0.0172615, -0.0134606, 47, 44
0.0166216, 0.00129039, -0.020797, 50, 50
-0.0298096, 0.0405979, -0.00500569, 45, 46
0.00963016, 0.00890396, 0.0184635, 56, 56
0.0413507, -0.0218064, 0.00259362, 39, 38
-0.0292071, -0.014015, 0.0498553, 49, 50
0.0088101, 0.0168874, -0.067401, 47, 47
0.0410927, -0.0379026, -0.0282012, 48, 47
-0.0227728, 0.00122407, -0.0444832, 48, 48
-0.0136818, 0.00156598, 0.0108328, 47, 48
0.0248269, 0.0316345, -0.0524242, 51, 50
-0.0221924, 0.00896285, 0.018168, 45, 46
0.0169936, -0.0449273, 0.0108005, 49, 48
-0.0295106, -0.00690841, 0.0179915, 46, 45
-0.0529317, 0.048087, 0.0107851, 49, 49
0.00224265, -0.00701583, 0.0109222, 46, 46
0.0562354, -0.0534918, 0.0184703, 48, 48
0.0411241, -0.0146366, -0.0206781, 48, 47
-0.00597479, 0.00182211, 0.0501797, 48, 48
-0.0058933, -0.00668013, 0.0574861, 48, 48
-0.0135866, 0.0248901, 0.0257204, 48, 47
0.0252916, 0.0246142, -0.00460261, 49, 49
-0.01337, -0.0141124, 0.0414111, 46, 48
-0.0224599, -0.00714489, -0.0138541, 49, 48
-0.0295107, 0.0322529, 0.0256225, 46, 47
0.0325773, 0.00866356, -0.0132352, 48, 47
-0.0223421, 0.0553572, 0.0111194, 46, 47
-0.0062904, 0.00894936, 0.0183152, 48, 48
0.0169698, -0.0302638, 0.0109005, 50, 51
-0.0454275, -0.00686943, 0.0178434, 45, 44
-0.00630723, 0.0175081, 0.0183734, 50, 50
-0.0456037, 0.00159983, 0.00194389, 46, 46
-0.0293606, 0.0715472, 0.0504376, 59, 61
-0.06866, 0.0249849, 0.0252091, 36, 35
0.0165552, -0.00729302, -0.0282208, 48, 49
-0.0143538, 0.00110045, -0.0603607, 47, 47
0.0255294, 0.00889527, 0.0186106, 49, 49
-0.0133383, 0.00918107, 0.050161, 47, 47
0.0412572, -0.0536912, -0.0135798, 49, 47
0.016642, -0.0145858, -0.0209056, 48, 48
0.0324846, -0.0611652, -0.0370311, 46, 46
0.0328652, -0.0217361, 0.0111064, 49, 50
-0.0135606, -0.0301569, 0.0179811, 47, 46
0.0098521, 0.00174215, 0.041735, 48, 48
-0.0377447, 0.0484306, 0.0649298, 47, 47
-0.0386758, 0.00123917, -0.0446305, 49, 49
0.0330282, 0.00897828, 0.0346362, 46, 46
-0.0771408, 0.0250472, 0.0337222, 49, 49
0.0169264, -0.00703676, 0.0110584, 48, 48
0.00940034, -0.0377324, -0.0137675, 47, 46
-0.00631365, -0.0216421, 0.010742, 48, 48
-0.00591384, 0.001885, 0.0575441, 47, 47
0.00205265, 0.0173184, -0.00486831, 47, 48
0.0167335, -0.0304166, -0.0136493, 48, 51
0.0483082, -0.00742789, -0.0365168, 48, 45
0.00977738, 0.00901419, 0.0344205, 47, 47
0.00932925, 0.00869469, -0.0134507, 48, 48
0.0255375, 0.0407313, 0.0261915, 56, 57
-0.00688465, 0.047707, -0.0366551, 39, 38
0.0253537, -0.00717471, -0.00481857, 48, 48
0.00225178, -0.0143428, 0.0108721, 48, 48
0.0641563, -0.100489, -0.0603238, 48, 49
0.00167862, -0.061283, -0.0606365, 47, 47
-0.0380337, 0.00172821, 0.0253345, 47, 47
0.0644341, -0.0146065, -0.0130981, 47, 48
-0.0689915, 0.001508, -0.0142282, 47, 47
-0.0140807, 0.0171987, -0.0283382, 49, 49
0.0415925, 0.00896807, 0.0347156, 47, 47
-0.0136495, -0.021642, 0.0106742, 48, 48
-0.0293719, 0.0323775, 0.041579, 48, 48
0.00215273, 0.0406621, 0.0112464, 47, 47
-0.0290499, 0.017928, 0.0733932, 48, 47
-0.0846046, 0.0017515, 0.0175382, 47, 48
-0.0142105, -0.0379717, -0.0532618, 50, 49
-0.00635227, 0.00888806, 0.0109508, 45, 45
-0.0136642, -0.0143054, 0.010724, 50, 50
-0.0136725, -0.0142911, 0.0107236, 46, 46
-0.0139252, -0.0304243, -0.0212977, 49, 49
0.0167973, 0.0173604, 0.00263221, 47, 47
0.0552172, -0.0542565, -0.0920008, 48, 48
-0.0299789, 0.00867572, -0.0285443, 47, 47
0.00203054, 0.0246677, -0.00481894, 48, 47
-0.0617841, 0.0405546, -0.0212585, 53, 56
0.0167375, 0.0552382, 0.00289054, 42, 39
0.0258691, -0.0141145, 0.0503667, 49, 50
-0.00656456, 0.00138281, -0.0136481, 46, 46
-0.0456147, 0.0174601, 0.00205304, 57, 60
0.0174647, -0.029885, 0.0649084, 38, 36
-0.0381676, 0.00162316, 0.0106051, 48, 48
0.0879089, -0.0536577, 0.00280878, 47, 47
0.0415193, -0.0767353, 0.010811, 48, 48
-0.0687321, 0.0249411, 0.0178441, 48, 48
-0.0455091, 0.0407941, 0.018168, 47, 48
0.00202869, 0.0246709, -0.00481905, 50, 50
0.00955994, 0.00885702, 0.0110987, 45, 45
0.041212, -0.0696224, -0.021053, 50, 51
-0.0067672, -0.014641, -0.037079, 46, 47
-0.0134809, 0.00906286, 0.0342043, 48, 47
-0.0524174, 0.00196002, 0.0571125, 47, 46
0.017101, 0.0175649, 0.0345466, 48, 49
0.0558042, -0.0538125, -0.0281732, 47, 47
-0.00696319, 0.0635153, -0.0439106, 47, 48
0.0483887, 0.0244793, -0.0203442, 49, 49
-0.0610123, 0.0178639, 0.0571411, 46, 46
0.0641759, -0.0221725, -0.0438337, 49, 50
-0.0221545, 0.0640956, 0.0344987, 46, 46
0.0092291, -0.0611213, -0.0372472, 49, 49
0.0257367, -0.0142502, 0.0344105, 47, 49
-0.0135984, -0.00693944, 0.0181393, 48, 46
-0.0292599, 0.0177581, 0.0500718, 47, 50
0.0962799, 0.0171726, -0.00399405, 49, 46
-0.006272, 0.00160645, 0.0182656, 53, 56
-0.0141641, -0.0220148, -0.0445617, 41, 38
0.0329335, 0.0174753, 0.0261022, 48, 49
-0.0134525, -0.0533274, 0.0251877, 46, 46
0.0325883, 0.0013334, -0.0132852, 48, 48
-0.0380443, 0.0555582, 0.034293, 47, 46
-0.0223395, 0.0480415, 0.0110689, 49, 49
0.05552, 0.063461, -0.0359665, 47, 48
-0.00613128, 0.00172783, 0.0342222, 48, 48
0.0409777, -0.0220595, -0.0366857, 48, 48
0.0412183, -0.0377833, -0.0134723, 47, 48
0.00222595, 0.0786465, 0.026234, 49, 50
-0.0616491, 0.0406857, -0.00530222, 47, 46
0.0253385, -0.0536492, -0.013728, 47, 47
-0.0135812, 0.0175695, 0.02567, 47, 47
0.0165142, -0.0305706, -0.0369712, 49, 49
0.041546, -0.0143, 0.0259649, 47, 46
-0.0299246, 0.0172798, -0.0211212, 48, 48
-0.00675588, 0.0245288, -0.0282204, 48, 48
-0.0456034, -0.0302505, -0.00563647, 48, 48
0.0252832, 0.0246286, -0.0046031, 48, 47
-0.0223832, 0.0247687, 0.00231832, 48, 48
0.00951711, -0.0144173, 0.00234812, 48, 47
0.025581, -0.0216572, 0.0184025, 47, 47
0.0321665, -0.00753334, -0.0599873, 47, 47
0.00930871, 0.0172598, -0.0133928, 56, 56
0.048646, -0.0377456, -0.00481159, 40, 39
0.00918138, 0.00861356, -0.028181, 49, 48
0.0406384, 0.00828888, -0.0671643, 47, 47
-0.0460672, 0.0636484, -0.03691, 49, 48
0.00941714, 0.0405891, 0.00272235, 47, 47
0.0412502, -0.00717868, -0.00467168, 48, 47
-0.0066172, -0.0145355, -0.0211218, 48, 49
-0.0220732, 0.017651, 0.0341825, 48, 48
0.00966789, -0.0216246, 0.0182546, 49, 48
-0.013953, -0.0145354, -0.0211895, 45, 46
-0.00636435, 0.0089088, 0.0109502, 49, 48
0.0252942, -0.0304205, -0.0135701, 46, 46
0.0248185, 0.00101756, -0.0599965, 50, 50
-0.0384954, -0.0218602, -0.0288321, 46, 46
-0.100471, -0.0299795, 0.0171735, 48, 48
0.00923571, 0.0172177, -0.0207579, 47, 48
-0.0220961, 0.0323129, 0.0342825, 48, 47
-0.0222813, 0.0481093, 0.0184331, 48, 48
0.00193616, -0.00721558, -0.0209924, 48, 48
0.0169882, 0.0321859, 0.0260539, 49, 50
-0.029571, -0.0215951, 0.0105259, 46, 47
0.0258782, 0.0177198, 0.0579476, 50, 48
0.00200526, -0.0451093, -0.0212502, 46, 48
-0.013396, -0.0446991, 0.0338377, 48, 47
-0.0291805, 0.00194801, 0.0573275, 47, 48
-0.0222664, 0.0480836, 0.018434, 47, 47
0.0488523, 0.00890311, 0.0261913, 48, 48
0.0252572, -0.00720455, -0.0134118, 47, 47
0.0166355, -0.0610473, -0.0285878, 55, 61
-0.0064894, 0.0320806, 0.00251574, 40, 34
-0.0298967, -0.0071392, -0.0212886, 50, 50
-0.00624908, 0.0175758, 0.0257376, 46, 46
0.00268921, 0.0178171, 0.0650963, 48, 48
0.0255266, 0.00890005, 0.0186105, 47, 49
0.0016631, 0.0244051, -0.0440979, 48, 46
-0.0687277, 0.0176222, 0.0177937, 48, 48
0.00947261, 0.00150026, 0.00245532, 47, 47
-0.0614556, 0.017564, 0.010497, 49, 50
0.0167982, 0.0173588, 0.00263227, 46, 45
0.0326903, -0.0144875, -0.00480148, 50, 50
-0.0137159, 0.0554084, 0.0185632, 46, 46
0.0250138, 0.00852403, -0.0366254, 48, 49
-0.013458, -0.053318, 0.0251874, 46, 45
0.0254368, -0.0303024, 0.00238658, 49, 49
-0.0141557, 0.00860215, -0.0369893, 47, 46
-0.0455684, -0.0143019, 0.00183615, 50, 51
0.0557153, -0.0930166, -0.044397, 46, 46
-0.01326, 0.041064, 0.0651068, 47, 47
-0.0060259, -0.0605994, 0.0337977, 48, 48
0.0326608, 0.00871567, -0.00464271, 46, 46
-0.00664214, -0.0378127, -0.0286445, 48, 48
0.00236852, 0.0787648, 0.0421907, 47, 47
-0.00635345, 0.04074, 0.0185312, 48, 49
0.0170039, -0.0143136, 0.018373, 52, 55
-0.0612472, 0.0250481, 0.033869, 44, 40
-0.00662649, -0.0145196, -0.0211224, 48, 48
-0.0529151, 0.0322173, 0.0106763, 48, 48
0.00237587, 0.0322797, 0.0345095, 48, 56
0.0408564, -0.0380555, -0.0527509, 47, 40
0.02603, -0.0298968, 0.0649879, 47, 47
0.0483442, -0.0379533, -0.036726, 48, 48
-0.0685458, 0.0789637, 0.0501235, 47, 46
-0.0456462, 0.0248254, 0.00210189, 48, 49
0.0029599, -0.00646035, 0.0894792, 47, 46
0.02537, 0.0173358, 0.00271207, 49, 49
0.0249705, -0.00741027, -0.0440985, 46, 46
0.0414425, 0.0015516, 0.0187078, 48, 48
-0.022321, 0.0321686, 0.0109602, 47, 47
-0.0138005, 0.0174155, 0.00234809, 47, 47
-0.0294952, -0.0215576, 0.0178911, 48, 48
0.0253333, -0.00713969, -0.00481978, 49, 50
-0.00661002, 0.0173021, -0.013541, 48, 47
-0.0527774, 0.032316, 0.0254059, 45, 45
0.0252358, 0.00136219, -0.0133539, 49, 49
-0.100521, 0.0409503, 0.0250212, 46, 46
0.0410842, 0.0404344, -0.0129396, 49, 49
-0.0454866, -0.00693548, 0.0104792, 47, 47
0.0325542, -0.0610893, -0.0284395, 48, 48
0.00196931, 0.00873626, -0.0135199, 47, 47
-0.0292648, -0.037264, 0.041104, 48, 48
-0.0290927, -0.0445078, 0.0570117, 50, 51
-0.00594888, 0.0557291, 0.0652745, 46, 47
-0.014117, -0.014617, -0.0371475, 55, 56
-0.022026, 0.0250489, 0.0415968, 40, 38
0.00243306, 0.00171762, 0.0343016, 50, 50
-0.00670212, -0.00724595, -0.0284369, 46, 46
0.0257105, -0.0607057, 0.0255006, 48, 49
0.00968921, -0.0375024, 0.0181461, 47, 46
-0.0609994, 0.00200051, 0.0570322, 48, 48
0.00948578, 0.0406669, 0.011314, 48, 47
-0.014091, -0.0611339, -0.0448277, 48, 48
0.00245808, -0.0141666, 0.0341933, 49, 49
0.00976611, 0.0017223, 0.0343692, 45, 45
0.00219258, 0.00891136, 0.0110291, 50, 50
0.0166161, 0.0319313, -0.0132254, 46, 47
-0.0222499, -0.0142586, 0.0106434, 48, 48
0.0163263, -0.0539312, -0.060452, 46, 46
0.0168343, -0.0450169, -0.00515716, 49, 50
0.0256246, -0.0534145, 0.0181855, 46, 47
0.0406338, 0.00829685, -0.0671646, 47, 47
0.0016212, 0.00112912, -0.0528485, 49, 49
-0.0220935, 0.0249972, 0.034232, 46, 46
-0.0381936, 0.0481403, 0.0182853, 50, 50
-0.00624629, 0.0175711, 0.0257378, 46, 47
-0.107814, 0.0556948, 0.0336449, 49, 47
-0.0449621, 0.00942903, 0.0731865, 46, 46
-0.00633856, 0.0713459, 0.026104, 50, 50
-0.0228809, 0.0550261, -0.044118, 48, 53
0.0330234, 0.0408367, 0.0422164, 46, 41
-0.0453563, -0.00682406, 0.0252083, 48, 48
0.00183222, -0.037864, -0.0371581, 46, 46
-0.00623782, 0.00902662, 0.0256792, 59, 62
-0.00641997, 0.0406867, 0.0111665, 37, 34
0.0251757, -0.0451749, -0.0284, 48, 48
0.0330051, 0.0554906, 0.0423166, 47, 47
-0.0381539, 0.0249196, 0.0181272, 49, 49
-0.0615859, 0.0872455, 0.0109708, 46, 46
0.111001, -0.0537833, -0.0129332, 48, 48
0.00178338, -0.00731625, -0.0369497, 48, 48
0.0324609, 0.0318485, -0.0204423, 48, 48
-0.0141836, 0.0244911, -0.0368812, 48, 48
0.00170565, 0.031811, -0.036684, 47, 47
-0.0847186, -0.0607297, -0.00620838, 47, 48
-0.00685212, -0.0073514, -0.0443941, 47, 47
0.0414452, 0.00154682, 0.018708, 49, 48
0.0487286, 0.0321009, 0.0189838, 47, 47
-0.0295265, 0.0322801, 0.0256217, 48, 47
0.0253487, 0.0173726, 0.00271083, 49, 49
0.016502, -0.0220198, -0.0369128, 47, 47
-0.00614251, 0.0409084, 0.0418527, 48, 47
0.0483649, -0.00732961, -0.027926, 48, 48
0.0406909, -0.0699842, -0.0762894, 48, 49
0.0254767, 0.0321384, 0.018768, 51, 52
0.0168199, 0.047981, 0.0114323, 43, 42
-0.0618672, 0.0784726, -0.0210015, 47, 47
-0.0225629, 0.0405554, -0.0135308, 48, 48
0.0170055, 0.0175336, 0.0259535, 58, 59
-0.0382998, 0.0713077, 0.0110788, 37, 37
-0.0295952, 0.0640806, 0.0258373, 48, 48
0.040966, 0.0244612, -0.0277779, 48, 48
-0.0451843, 0.0484415, 0.0574954, 47, 46
-0.00659301, 0.0479323, -0.00474131, 48, 49
0.0416284, 0.0176041, 0.0421377, 48, 47
0.00946891, 0.00150663, 0.0024551, 49, 49
0.0246926, -0.061443, -0.083744, 45, 45
-0.0140816, 0.00867021, -0.0283974, 50, 49
0.0412537, 0.0246653, 0.00290891, 45, 46
0.0486239, -0.0303964, -0.00476221, 49, 50
0.0480953, -0.0613767, -0.067571, 47, 46
-0.0061981, -0.0141942, 0.025521, 49, 50
0.0252212, -0.0304627, -0.0209352, 46, 45
-0.0612817, -0.00677075, 0.0250598, 49, 48
-0.00683591, -0.0611911, -0.0533523, 50, 50
-0.0380567, -0.0300824, 0.0177528, 44, 44
0.0413019, -0.00709989, 0.00269212, 50, 50
0.0483322, -0.0379328, -0.0367267, 46, 46
-0.00643871, 0.0015297, 0.00230755, 49, 49
-0.0610235, 0.00935304, 0.0570815, 46, 45
0.0169391, 0.00895015, 0.0185298, 49, 49
-0.0453759, -0.00679064, 0.0252073, 47, 47
-0.0523979, 0.0644359, 0.0734929, 48, 48
-0.0689543, 0.0554235, 0.00209397, 48, 48
-0.0384816, 0.00143618, -0.02131, 46, 46
-0.0299367, 0.0173006, -0.021122, 49, 50
-0.0138107, 0.0174331, 0.0023475, 46, 45
-0.0452441, 0.0948491, 0.0578127, 51, 53
-0.00632209, 0.0175337, 0.0183726, 44, 42
0.0330613, 0.0176191, 0.0420581, 49, 50
-0.0457599, -0.0303448, -0.021594, 47, 47
-0.0060072, 0.0483504, 0.0578597, 49, 49
-0.0614603, 0.017572, 0.0104967, 46, 46
0.0555282, -0.0380558, -0.0526156, 47, 47
0.0253913, -0.0450145, -0.00507823, 49, 50
0.0801465, 0.00118426, -0.0288007, 46, 45
0.0165929, 0.0013398, -0.0207987, 49, 50
0.00225631, 0.00896947, 0.0183936, 47, 46
0.00197413, 0.0479173, -0.00466177, 49, 49
0.0560728, -0.00707506, 0.011421, 47, 46
-0.00608875, 0.00913366, 0.0416362, 49, 49
-0.0377043, 0.0178973, 0.0647211, 46, 48
-0.00658685, 0.00142107, -0.0136495, 48, 47
-0.0135022, 0.00909957, 0.0342032, 48, 48
0.00227216, -0.030219, 0.0107635, 47, 47
0.016954, 0.00892462, 0.0185306, 48, 47
0.0169944, 0.0175527, 0.0259529, 47, 47
-0.0297598, 0.00151866, -0.00527307, 48, 49
0.0326533, 0.00141739, -0.00469385, 48, 49
0.0413444, -0.0303255, 0.00253413, 48, 46
-0.0137985, 0.00888231, 0.00228909, 47, 47
-0.0527617, 0.0249778, 0.0253562, 48, 49
-0.0294627, 0.0408958, 0.0342721, 55, 55
0.0329022, -0.0143208, 0.0185201, 40, 39
0.0561577, -0.0216758, 0.0186854, 48, 49
-0.00594424, -0.0299129, 0.049962, 47, 47
0.0019934, -0.00714635, -0.0136283, 47, 47
-0.0294017, 0.00179722, 0.0340054, 47, 48
-0.0226951, -0.00727182, -0.037177, 49, 49
-0.0454128, 0.0641444, 0.0342826, 47, 47
-0.0459496, 0.071121, -0.0209041, 48, 48
-0.0135997, -0.0215601, 0.0180379, 48, 48
0.0248705, 0.0475964, -0.0437243, 47, 46
0.0558291, -0.0378465, -0.0207012, 48, 48
-0.0136382, 0.0873207, 0.0347358, 47, 48
0.0164725, -0.0146578, -0.036864, 47, 46
0.0089906, 0.0244195, -0.0440308, 48, 48
0.0488978, 0.0175507, 0.0348408, 48, 48
0.0167002, -0.0145181, -0.0135414, 48, 48
-0.0845225, -0.0140634, 0.024794, 47, 47
-0.0455803, 0.0713804, 0.0183751, 49, 48
0.00980398, -0.0214953, 0.034211, 46, 47
0.0254813, -0.0143422, 0.0110866, 49, 49
-0.0293608, -0.014114, 0.033898, 46, 47
0.00892737, 0.0170212, -0.0526727, 48, 47
0.0804632, -0.00716366, 0.00305557, 48, 49
0.0559357, -0.0145139, -0.00458608, 48, 46
-0.0296571, 0.0640192, 0.0184729, 51, 52
-0.0215894, -0.0211126, 0.080559, 44, 43
-0.0140337, 0.0172855, -0.0209747, 49, 49
-0.0066164, 0.00878316, -0.0136006, 46, 46
0.0166381, 0.0172709, -0.0133255, 59, 59
0.0405391, -0.0700866, -0.0922467, 37, 37
-0.0299346, 0.0552399, -0.0134992, 47, 47
0.0023785, 0.0249639, 0.034459, 48, 48
