#x, y, z, milliseconds, timeInMilliseconds
407.25, 430.2, -55.95, 229, 229
407.55, 429.9, -54.6, 211, 210
406.65, 429.6, -56.85, 220, 221
407.85, 430.35, -56.1, 220, 220
408.15, 430.95, -54.3, 218, 218
407.1, 428.85, -57.6, 219, 219
408.75, 429.6, -57.3, 220, 221
406.5, 429.75, -54.75, 220, 219
407.1, 428.85, -56.4, 220, 221
406.95, 430.5, -54.75, 218, 218
407.1, 429.15, -55.35, 220, 219
406.65, 431.1, -56.4, 219, 221
407.25, 430.2, -56.7, 221, 219
407.7, 429.75, -55.95, 220, 220
406.95, 429.45, -55.2, 218, 218
407.85, 429.9, -54.9, 219, 220
406.5, 430.95, -56.7, 219, 219
407.1, 429.6, -56.1, 220, 221
407.85, 429.15, -56.4, 220, 219
407.25, 430.95, -55.5, 218, 218
406.65, 429.9, -56.1, 228, 231
407.25, 430.5, -55.5, 212, 209
407.55, 430.35, -55.65, 220, 219
406.35, 429.9, -57.3, 220, 221
409.35, 428.55, -54.3, 218, 218
408.9, 429, -58.2, 220, 220
406.5, 428.55, -56.25, 220, 220
407.7, 429.45, -54.75, 220, 220
409.95, 429.9, -56.1, 220, 220
408.15, 429, -55.2, 218, 218
406.95, 430.95, -54.75, 226, 227
407.55, 431.1, -56.1, 213, 213
406.35, 430.8, -54.9, 220, 220
406.5, 430.2, -55.95, 220, 221
408.3, 431.1, -55.35, 218, 217
407.55, 429.9, -55.65, 220, 220
407.25, 430.95, -56.7, 220, 220
407.85, 428.85, -55.65, 220, 219
407.55, 430.8, -54.9, 220, 221
407.1, 428.4, -55.35, 218, 218
408.75, 430.35, -55.65, 229, 229
407.1, 429.9, -55.35, 211, 211
408.3, 429.15, -56.1, 220, 219
406.5, 430.2, -54, 220, 220
405.75, 430.5, -55.95, 218, 218
406.95, 428.55, -54.3, 220, 220
408.3, 429.6, -55.35, 219, 219
408.9, 429.75, -55.95, 220, 220
409.05, 429.15, -55.65, 220, 220
407.1, 429.6, -55.35, 218, 218
408.3, 429.9, -54.6, 227, 228
407.25, 431.7, -55.95, 213, 212
408.15, 430.2, -54.75, 219, 219
408.45, 429.75, -55.5, 220, 220
407.1, 428.85, -55.65, 218, 218
408.3, 429.15, -54.9, 220, 220
406.95, 429.45, -55.2, 220, 220
407.85, 428.85, -54.9, 220, 220
407.1, 429.9, -57.3, 220, 220
406.05, 430.2, -55.95, 218, 218
407.85, 430.35, -54.9, 228, 229
407.1, 431.1, -56.1, 211, 210
407.25, 430.2, -55.5, 220, 221
408.45, 431.7, -55.2, 220, 220
408.3, 429.6, -55.35, 218, 219
407.55, 429.9, -56.85, 219, 219
409.35, 431.25, -56.25, 220, 220
407.85, 429.9, -55.65, 220, 219
407.7, 430.95, -54.75, 220, 220
408.9, 428.55, -55.5, 219, 219
407.85, 429.9, -54.6, 232, 233
406.95, 430.5, -55.95, 207, 205
408.3, 427.95, -54.9, 220, 219
408.9, 430.2, -56.25, 220, 220
408.45, 428.55, -55.95, 219, 219
407.25, 428.25, -54.75, 220, 221
407.1, 428.85, -55.65, 219, 218
407.1, 429.9, -55.35, 220, 220
407.7, 429, -54.75, 220, 220
407.55, 429.6, -55.65, 219, 218
407.55, 429.9, -55.35, 228, 231
408.75, 430.35, -56.1, 211, 209
407.7, 429, -55.2, 220, 220
407.85, 430.8, -54.6, 220, 220
409.05, 431.1, -55.65, 218, 218
407.55, 430.35, -55.35, 220, 220
407.1, 429.6, -56.1, 219, 219
407.55, 430.35, -56.4, 220, 220
407.25, 429.45, -55.5, 220, 220
406.35, 427.95, -55.35, 218, 219
408.15, 431.25, -56.7, 228, 228
407.1, 429.6, -54.6, 210, 210
407.1, 429.15, -55.65, 221, 221
407.25, 429, -57, 220, 220
406.95, 429.75, -58.5, 218, 218
405.75, 430.5, -56.7, 219, 220
407.85, 429.9, -54.6, 220, 219
408.15, 429.75, -54.75, 220, 220
407.7, 430.2, -55.5, 220, 221
408.75, 429.9, -56.85, 218, 218
409.35, 430.5, -56.25, 228, 228
406.95, 428.55, -55.5, 211, 211
407.7, 429.45, -57, 220, 220
406.65, 429.6, -56.1, 220, 220
407.1, 429.6, -54.6, 218, 219
408.45, 430.2, -54.75, 220, 220
406.95, 430.2, -55.5, 219, 218
407.55, 429.9, -55.65, 220, 221
408.15, 428.25, -56.25, 220, 220
408.75, 429.6, -55.65, 218, 218
406.65, 430.8, -55.35, 229, 230
406.95, 430.5, -55.2, 211, 209
407.1, 430.35, -54.9, 220, 221
407.25, 429.75, -55.5, 221, 220
408.45, 429, -55.95, 217, 218
407.25, 429.45, -55.95, 220, 220
407.25, 429.45, -56.25, 219, 220
408.45, 428.55, -55.95, 220, 220
407.25, 429.45, -55.95, 220, 220
406.35, 429.6, -55.35, 218, 218
407.7, 430.5, -55.2, 227, 227
407.55, 430.8, -56.1, 212, 211
406.35, 429.6, -54.6, 220, 220
406.5, 429.75, -55.2, 220, 220
409.05, 429.6, -55.65, 218, 218
406.95, 430.95, -55.2, 220, 220
408.9, 430.2, -55.95, 220, 220
407.25, 430.5, -53.55, 219, 218
407.55, 429.9, -55.35, 220, 220
407.25, 428.25, -55.95, 219, 219
408.3, 430.35, -57.3, 219, 222
408.45, 428.55, -55.5, 220, 217
406.95, 429.45, -55.5, 220, 220
408.15, 429.75, -55.5, 220, 220
407.7, 430.5, -54.75, 218, 219
407.25, 431.7, -54.3, 220, 219
408.3, 429.6, -54.15, 220, 220
406.95, 431.25, -56.25, 220, 220
406.95, 429.45, -57, 220, 220
406.5, 427.8, -54.75, 218, 218
407.25, 429.75, -55.95, 231, 234
408.75, 430.35, -54.9, 208, 206
408.15, 428.25, -55.5, 219, 219
408.3, 428.4, -54.9, 220, 220
407.7, 430.5, -55.2, 218, 218
407.25, 429, -56.25, 220, 220
409.05, 430.8, -55.65, 219, 220
408.15, 430.5, -55.95, 219, 220
408.15, 429.75, -56.7, 221, 220
408.15, 429.45, -55.95, 218, 219
407.85, 430.8, -55.35, 228, 229
408.45, 430.5, -56.7, 211, 209
405.75, 429.75, -56.25, 219, 220
408.15, 429.75, -57, 220, 220
406.95, 430.2, -55.95, 218, 218
407.1, 429.6, -56.1, 220, 221
407.1, 429.6, -56.4, 220, 219
408.45, 429.75, -55.95, 219, 219
406.65, 429.9, -55.65, 220, 220
407.25, 430.5, -57, 219, 219
405.9, 429.15, -55.65, 231, 233
407.55, 430.35, -54.6, 208, 206
407.25, 429.45, -55.5, 220, 220
408.45, 430.2, -55.95, 220, 221
405.9, 429.6, -54.6, 218, 218
406.05, 430.5, -54.75, 220, 220
407.85, 429.9, -55.35, 219, 219
408.3, 429.15, -56.4, 221, 221
406.5, 428.55, -57.45, 219, 219
408.9, 430.5, -55.5, 219, 219
406.5, 431.25, -54.75, 229, 232
405.9, 429.15, -54.6, 210, 208
407.55, 429.9, -54.9, 219, 219
407.1, 431.55, -55.65, 220, 220
406.65, 430.8, -54.6, 219, 219
407.25, 431.25, -54.75, 219, 219
407.7, 429.75, -55.5, 220, 220
408.3, 429.6, -54.6, 219, 219
406.65, 429.15, -55.35, 220, 220
406.95, 430.2, -54.75, 219, 219
407.85, 429.15, -55.65, 228, 228
407.85, 430.35, -55.35, 211, 210
409.05, 428.4, -55.65, 220, 220
406.5, 429.45, -54.75, 220, 220
407.25, 430.5, -55.95, 219, 219
407.85, 429.9, -56.1, 219, 219
407.7, 430.2, -54.75, 220, 219
407.25, 431.25, -56.25, 220, 220
407.7, 430.5, -55.5, 220, 220
406.95, 430.5, -54.75, 221, 221
407.25, 429.75, -55.95, 218, 217
408.45, 429.75, -55.5, 219, 220
406.35, 429.9, -54.6, 220, 220
407.85, 429.6, -56.1, 220, 220
406.95, 429.75, -55.2, 219, 220
407.7, 429.75, -55.2, 220, 218
407.25, 428.55, -55.2, 219, 219
407.55, 430.35, -54.9, 220, 220
408.15, 429, -54.75, 220, 221
408.3, 428.4, -56.85, 219, 219
407.25, 429.45, -54.3, 222, 227
407.85, 429.9, -55.65, 217, 212
407.1, 429.9, -54.9, 220, 220
406.95, 429.45, -55.95, 220, 219
407.25, 430.5, -54.3, 221, 221
408.3, 430.35, -56.85, 217, 217
406.35, 430.35, -55.65, 220, 220
407.85, 430.35, -54.9, 220, 219
408.75, 429.15, -55.35, 220, 221
406.65, 428.85, -54.9, 219, 218
409.05, 429.9, -54.9, 227, 229
406.35, 429.6, -56.4, 212, 210
406.95, 428.55, -55.5, 220, 220
408.75, 430.8, -55.35, 220, 220
408.15, 429.45, -55.2, 219, 219
406.35, 430.35, -55.35, 220, 220
407.25, 428.55, -54.75, 219, 219
406.5, 429.45, -55.95, 220, 220
408.3, 429.9, -53.85, 220, 220
407.55, 429.9, -55.35, 221, 220
408.9, 427.5, -55.95, 218, 218
405.75, 429.45, -55.2, 220, 221
406.95, 429, -55.2, 219, 218
407.7, 431.7, -55.95, 220, 220
409.35, 428.55, -55.5, 219, 219
407.7, 429.45, -55.2, 220, 220
407.85, 429.6, -56.1, 219, 220
407.25, 429, -55.95, 219, 219
407.85, 431.55, -55.35, 220, 220
407.85, 430.35, -54.15, 218, 218
406.5, 430.2, -56.25, 231, 234
407.25, 430.5, -56.7, 208, 206
406.5, 430.95, -55.5, 220, 220
406.95, 430.5, -55.95, 219, 219
407.25, 430.2, -54.3, 219, 219
406.5, 430.5, -55.2, 219, 219
407.7, 428.55, -54.75, 220, 221
406.95, 429.75, -55.2, 220, 218
407.1, 429.9, -55.65, 221, 221
405.9, 430.35, -54.15, 218, 218
407.55, 430.35, -55.35, 220, 223
407.55, 430.8, -55.35, 219, 216
408.3, 429.15, -55.65, 220, 219
405.15, 430.35, -55.35, 220, 220
407.7, 428.55, -56.7, 219, 219
407.25, 429.45, -55.2, 219, 223
407.1, 431.1, -56.1, 219, 216
407.55, 429.15, -55.35, 220, 220
406.95, 429, -55.95, 220, 220
406.65, 429.9, -56.85, 219, 220
408.3, 429.9, -55.65, 230, 230
407.55, 429.15, -56.1, 208, 209
407.55, 430.8, -53.85, 220, 220
405.3, 429.45, -55.95, 220, 220
406.35, 429.6, -55.35, 218, 219
406.5, 429.45, -55.95, 220, 220
406.65, 429.9, -56.1, 220, 219
405.9, 430.35, -56.4, 219, 220
407.85, 429.6, -56.1, 220, 219
407.85, 428.85, -56.1, 221, 221
407.7, 430.2, -54.75, 227, 230
408.3, 427.95, -54.9, 210, 207
407.25, 429.45, -54.75, 219, 219
407.85, 430.35, -54.6, 221, 221
407.25, 429.45, -56.7, 218, 218
407.1, 430.8, -56.4, 219, 219
407.25, 430.2, -55.5, 220, 219
408.45, 429, -57, 220, 220
407.1, 428.4, -56.4, 220, 220
407.55, 431.55, -56.85, 219, 219
408.15, 431.25, -55.95, 227, 228
406.35, 430.35, -54.6, 212, 211
406.65, 429.15, -56.1, 219, 219
408.9, 429.45, -57, 220, 220
408.45, 430.2, -55.5, 219, 219
406.5, 430.2, -54.75, 219, 219
408.3, 430.35, -54.9, 220, 219
407.25, 429.45, -55.5, 220, 220
407.55, 428.85, -55.65, 220, 220
408.3, 429.6, -55.35, 219, 219
406.5, 427.5, -57, 229, 229
406.95, 430.5, -55.2, 209, 209
407.1, 428.85, -56.4, 219, 219
407.55, 429.15, -56.1, 221, 221
407.7, 429, -55.2, 218, 218
407.1, 430.8, -56.85, 220, 220
407.25, 429.75, -56.25, 220, 219
405.9, 431.1, -55.35, 219, 219
406.65, 430.8, -55.35, 220, 220
406.35, 429.9, -54.6, 219, 220
406.95, 430.2, -55.5, 232, 234
408.45, 432.15, -57.45, 209, 207
408.15, 431.25, -55.2, 217, 217
407.7, 429, -55.5, 220, 220
408.3, 429.9, -56.1, 219, 219
407.85, 429.9, -56.1, 220, 220
407.25, 430.2, -55.5, 219, 219
407.25, 430.95, -55.2, 220, 220
407.55, 428.85, -55.65, 220, 220
408.3, 431.1, -54.6, 219, 222
407.7, 428.55, -53.55, 227, 226
407.55, 428.85, -55.35, 211, 211
406.65, 429.15, -56.4, 220, 219
408.3, 429.9, -55.65, 220, 221
408.45, 429.75, -55.95, 220, 220
406.95, 430.2, -56.25, 218, 218
407.1, 429.6, -54.6, 219, 220
408.15, 430.2, -53.55, 220, 219
405.6, 430.35, -55.65, 220, 220
407.7, 430.2, -55.5, 218, 218
408.45, 430.5, -56.25, 229, 230
406.65, 429.6, -57.3, 210, 209
407.55, 428.4, -56.1, 220, 220
408.3, 430.35, -55.35, 220, 220
405, 430.5, -56.25, 220, 220
408.3, 430.8, -55.65, 219, 219
406.65, 429.9, -56.1, 220, 220
406.95, 429, -54.3, 219, 218
407.85, 429.9, -57.3, 220, 220
408.45, 429.45, -54.75, 219, 220
407.85, 430.35, -55.35, 220, 220
407.85, 430.8, -55.35, 220, 220
405.9, 430.35, -55.65, 219, 219
406.35, 429.6, -54.6, 219, 219
406.65, 429.15, -56.4, 219, 219
407.7, 428.25, -55.5, 222, 221
406.65, 429.15, -55.65, 217, 217
405.9, 429.15, -56.1, 221, 221
406.05, 429, -56.25, 219, 219
407.55, 429.6, -53.4, 219, 219
406.5, 429.45, -56.25, 228, 229
406.65, 429.9, -57.3, 211, 211
407.25, 428.55, -54.75, 220, 220
406.65, 431.1, -55.65, 219, 219
407.25, 428.55, -56.7, 221, 220
406.65, 430.35, -55.65, 219, 220
406.35, 430.35, -54.6, 220, 220
407.25, 429.45, -54.75, 218, 217
408.15, 430.2, -55.5, 220, 220
407.85, 429.15, -55.65, 219, 220
407.85, 430.35, -57.3, 230, 230
405.9, 430.8, -54.9, 210, 209
406.05, 430.95, -54.3, 221, 221
407.25, 429, -55.5, 218, 218
406.65, 428.4, -53.85, 221, 220
406.95, 429, -55.95, 218, 218
408.15, 430.95, -55.5, 221, 221
406.5, 429, -55.2, 219, 218
407.1, 430.35, -56.85, 220, 220
407.85, 429.15, -56.1, 221, 221
406.35, 427.95, -54.9, 218, 218
407.7, 430.95, -55.5, 220, 221
407.85, 431.55, -55.35, 220, 219
408.3, 429.9, -56.4, 219, 219
408.3, 431.1, -56.1, 219, 219
406.95, 429.45, -56.25, 220, 220
406.65, 429.15, -54.6, 219, 219
406.05, 429.75, -55.5, 220, 220
408.15, 428.55, -55.2, 220, 220
407.1, 431.1, -55.65, 218, 218
407.25, 430.2, -55.5, 228, 230
408.45, 430.5, -55.2, 210, 209
408.15, 427.05, -55.2, 220, 220
408.15, 428.55, -56.25, 220, 220
407.55, 429.9, -56.85, 219, 219
406.95, 429.45, -56.7, 220, 220
408.15, 429.75, -55.2, 219, 219
407.25, 428.55, -55.2, 220, 220
407.55, 428.85, -54.15, 219, 219
409.35, 429.75, -55.95, 221, 221
406.95, 429.75, -56.25, 223, 225
407.7, 429.75, -54.75, 214, 213
407.55, 431.1, -56.1, 220, 220
407.25, 429.45, -54.75, 220, 219
406.65, 429.9, -54.9, 219, 219
407.85, 429.6, -55.35, 219, 219
408.45, 430.2, -55.95, 221, 221
406.65, 430.8, -55.65, 218, 218
406.05, 432.45, -55.5, 220, 220
407.7, 429.45, -54.75, 221, 221
407.7, 430.5, -55.2, 218, 218
407.85, 429.6, -54.6, 220, 219
407.7, 429.75, -54.75, 220, 220
406.95, 429.45, -55.2, 219, 219
406.35, 429.9, -54.6, 221, 221
407.1, 429.15, -55.35, 218, 218
408.3, 431.1, -54.9, 220, 220
408.15, 428.55, -54.3, 220, 221
408.9, 430.2, -56.7, 220, 220
407.7, 429, -55.95, 220, 220
407.1, 429.9, -56.1, 228, 229
406.35, 429.9, -53.1, 212, 210
408.9, 430.5, -56.25, 217, 218
406.35, 429.15, -53.85, 220, 219
407.85, 429.9, -54.9, 221, 221
406.35, 430.8, -55.35, 218, 218
407.1, 431.1, -55.65, 219, 220
407.7, 430.95, -55.5, 220, 219
407.55, 429.6, -55.65, 219, 219
406.5, 429.75, -57, 221, 221
406.05, 428.55, -55.2, 225, 225
408.15, 428.55, -55.2, 212, 211
408.3, 428.85, -56.85, 220, 221
408.15, 429.45, -55.5, 219, 219
406.65, 431.1, -54.9, 221, 220
407.55, 428.85, -55.35, 219, 219
406.35, 431.55, -54.9, 220, 220
406.65, 429.15, -54.15, 219, 219
407.25, 429.45, -56.25, 220, 221
405.9, 429.6, -54.9, 220, 219
407.85, 429.15, -57.3, 230, 231
407.55, 431.1, -53.85, 207, 206
407.1, 430.8, -55.35, 220, 220
406.05, 431.25, -55.2, 220, 219
406.65, 428.85, -56.4, 220, 221
406.95, 429.75, -55.95, 218, 218
407.1, 430.8, -55.35, 219, 219
407.7, 430.5, -56.7, 220, 220
406.65, 429.9, -54.9, 220, 219
407.85, 429.15, -57.3, 221, 221
408.3, 428.85, -54.15, 226, 226
407.25, 429, -55.2, 211, 211
407.1, 429.15, -56.85, 219, 219
406.35, 429.9, -54.9, 220, 220
407.55, 428.4, -54.9, 221, 221
406.95, 429.75, -54.3, 218, 218
407.7, 430.95, -55.2, 219, 220
406.65, 430.8, -54.6, 220, 220
407.7, 429, -54.75, 219, 219
407.85, 428.4, -56.4, 221, 220
406.35, 429.9, -56.4, 227, 229
406.5, 430.2, -55.5, 211, 209
406.05, 429.45, -55.2, 220, 220
407.55, 429.6, -56.4, 219, 220
406.5, 429.75, -55.2, 220, 220
408.3, 428.4, -56.4, 219, 219
406.95, 430.95, -55.5, 220, 219
407.25, 429.75, -55.5, 219, 219
406.5, 428.55, -55.2, 220, 220
406.05, 429, -56.7, 220, 220
407.7, 430.2, -54.75, 227, 228
407.7, 430.5, -55.2, 210, 209
407.25, 430.2, -55.2, 220, 220
407.85, 429.9, -56.1, 219, 219
406.35, 429.15, -55.65, 220, 221
407.7, 429.75, -55.95, 220, 220
405.9, 430.35, -55.35, 218, 217
407.85, 430.35, -56.4, 220, 221
406.35, 428.85, -56.1, 219, 219
408.3, 431.1, -56.1, 221, 221
407.25, 430.2, -56.25, 226, 231
407.55, 429.6, -56.1, 213, 209
407.85, 429.6, -54.15, 218, 218
406.95, 430.2, -57.45, 219, 220
406.5, 430.2, -53.55, 221, 221
407.85, 429.6, -54.6, 218, 217
409.35, 430.95, -55.5, 220, 221
408.75, 430.8, -54.6, 220, 219
406.5, 430.95, -55.2, 220, 219
407.7, 429.45, -55.95, 221, 221
405.75, 430.2, -54.75, 227, 228
407.1, 429.15, -54.6, 210, 209
406.95, 430.5, -55.95, 220, 219
407.55, 429.15, -56.1, 219, 220
408.15, 430.2, -54.3, 221, 220
407.7, 432.15, -54.75, 218, 218
408.15, 429.75, -55.5, 220, 220
406.5, 430.2, -55.2, 220, 220
406.5, 429.75, -56.25, 219, 220
407.85, 430.35, -54.9, 220, 220
406.35, 429.6, -56.4, 218, 219
407.25, 429.75, -56.25, 220, 219
409.65, 429.45, -54.75, 220, 220
407.55, 428.85, -56.1, 219, 219
405.3, 429.45, -55.95, 221, 221
407.25, 429.75, -56.7, 218, 218
407.55, 430.8, -54.6, 220, 219
408.15, 429.75, -55.5, 219, 220
408.75, 429.9, -56.4, 219, 219
406.5, 428.55, -57, 221, 221
407.1, 430.35, -55.35, 228, 232
407.7, 429.45, -55.95, 211, 208
405.9, 430.35, -56.1, 219, 219
405.9, 430.35, -55.35, 219, 219
406.35, 428.85, -56.4, 220, 221
409.35, 430.2, -55.5, 218, 218
408.15, 429.75, -55.2, 220, 220
407.55, 429.6, -56.1, 220, 220
408.75, 430.35, -54.6, 219, 219
406.5, 429.45, -56.25, 221, 221
407.55, 428.85, -56.85, 228, 229
404.4, 429.15, -54.9, 210, 209
408.45, 430.95, -54.75, 220, 219
407.1, 428.85, -56.1, 220, 220
407.7, 428.55, -55.2, 221, 221
407.1, 427.95, -57.6, 218, 218
407.85, 429.9, -56.85, 220, 220
406.65, 429.15, -55.35, 219, 219
406.95, 430.5, -54.75, 219, 220
407.7, 429, -53.55, 221, 221
407.7, 429, -54.75, 227, 227
407.7, 429.45, -55.5, 210, 210
406.5, 430.2, -56.7, 220, 220
406.65, 429.15, -56.85, 219, 219
408.9, 430.2, -55.2, 221, 221
407.7, 430.95, -55.95, 219, 219
406.95, 429.75, -56.25, 219, 219
408.45, 430.2, -55.5, 220, 220
406.95, 429, -55.5, 219, 220
406.95, 429.45, -55.5, 220, 220
406.95, 430.2, -56.25, 228, 230
407.55, 429.9, -54.6, 211, 209
408.45, 430.2, -55.2, 219, 219
406.5, 429.75, -55.5, 219, 219
407.1, 429.15, -54.9, 221, 221
407.7, 429.75, -54.3, 218, 218
407.1, 429.6, -56.85, 220, 220
405.75, 429, -55.5, 220, 220
406.95, 429.75, -54.3, 219, 219
407.1, 428.4, -56.4, 220, 221
407.55, 430.8, -55.65, 219, 218
407.25, 429.45, -55.2, 219, 219
407.1, 429.6, -55.65, 220, 220
407.55, 430.8, -56.1, 220, 220
406.95, 429.45, -54.75, 220, 220
406.5, 428.55, -55.95, 218, 219
407.55, 429.15, -56.85, 220, 220
405.9, 429.6, -54.6, 220, 219
407.25, 429.45, -56.25, 219, 220
406.35, 429.15, -56.85, 220, 220
407.7, 429.45, -54.75, 230, 230
408.15, 430.2, -54.3, 209, 208
408.15, 429.75, -54.3, 220, 220
407.25, 429.45, -54, 219, 219
406.95, 428.55, -53.55, 220, 220
408.3, 429.6, -56.4, 220, 221
406.95, 430.2, -55.2, 219, 219
408.15, 430.2, -55.2, 218, 218
406.05, 429, -56.25, 219, 219
407.85, 428.85, -54.15, 221, 222
406.95, 428.25, -54.75, 227, 229
406.35, 429.9, -54.15, 211, 208
407.25, 429, -56.7, 219, 219
407.25, 429.45, -54, 219, 220
405.75, 430.5, -55.2, 221, 221
407.85, 430.35, -54.6, 219, 220
407.55, 430.8, -55.65, 218, 218
408.15, 430.5, -55.95, 219, 219
407.25, 429.75, -55.95, 219, 219
406.5, 429, -55.2, 221, 221
406.95, 428.25, -55.2, 226, 227
407.55, 429.6, -55.65, 214, 212
407.55, 429.9, -55.65, 218, 219
406.35, 430.35, -55.35, 220, 220
406.35, 429.15, -54.9, 220, 219
406.35, 428.4, -55.65, 218, 218
407.1, 431.1, -54.15, 220, 220
406.5, 429.75, -56.25, 219, 219
407.85, 430.35, -56.1, 220, 220
407.25, 429.75, -55.95, 220, 220
407.85, 430.35, -54.9, 228, 229
408.45, 427.5, -55.95, 210, 209
406.95, 429, -54.75, 220, 219
406.05, 429, -55.5, 220, 220
407.55, 430.8, -55.65, 220, 220
407.7, 428.55, -54.3, 220, 220
407.7, 430.2, -55.5, 218, 218
406.65, 429.9, -55.35, 220, 220
406.35, 428.4, -56.1, 220, 219
406.65, 428.4, -56.1, 220, 220
407.1, 429.6, -56.1, 225, 227
406.35, 429.9, -56.1, 215, 214
407.55, 429.9, -56.4, 218, 217
407.25, 429.75, -56.25, 220, 220
406.95, 429.45, -55.5, 220, 220
406.65, 430.35, -54.9, 219, 219
407.1, 430.35, -55.35, 219, 219
406.5, 429.45, -55.95, 220, 220
407.55, 428.85, -54.6, 220, 219
407.85, 428.85, -55.35, 220, 220
407.55, 429.15, -55.65, 220, 225
407.85, 428.85, -56.1, 218, 214
407.7, 430.2, -56.25, 220, 220
407.25, 430.95, -56.25, 220, 220
408.3, 430.35, -55.35, 219, 219
405.9, 429.9, -55.35, 219, 219
407.55, 431.1, -54.9, 220, 220
404.7, 430.8, -54.9, 219, 219
407.25, 428.55, -54.3, 220, 220
407.7, 430.95, -55.2, 220, 220
408.15, 429, -56.25, 218, 219
407.55, 430.8, -55.65, 220, 219
407.1, 429.15, -55.65, 220, 219
407.1, 429.15, -55.35, 220, 220
407.25, 427.8, -56.25, 220, 221
407.25, 428.55, -56.25, 220, 220
406.5, 430.5, -55.2, 218, 218
407.55, 431.1, -56.1, 220, 220
406.35, 431.1, -56.85, 220, 220
406.5, 428.25, -55.95, 220, 219
406.35, 429.6, -55.35, 226, 229
406.95, 429, -54, 212, 210
407.25, 431.25, -53.25, 219, 219
407.85, 429.9, -55.65, 220, 220
406.95, 430.5, -55.5, 220, 220
405.9, 429.9, -55.35, 220, 220
407.1, 429.9, -56.1, 218, 218
406.95, 429.75, -55.95, 220, 220
406.65, 430.8, -56.4, 219, 219
407.1, 428.85, -56.4, 220, 221
407.55, 429.15, -55.35, 228, 230
406.95, 431.25, -56.25, 210, 208
406.5, 430.2, -55.2, 219, 219
409.05, 429.9, -53.85, 220, 220
406.5, 429.45, -55.5, 220, 220
408.15, 428.25, -55.5, 220, 220
408.45, 429.75, -55.2, 218, 218
405.75, 430.2, -54.3, 219, 219
406.65, 429.9, -55.65, 220, 220
405.3, 429.45, -54.3, 220, 220
406.5, 430.5, -55.5, 230, 231
407.25, 429, -55.5, 208, 207
405.3, 429.45, -54.3, 219, 219
406.95, 430.2, -55.2, 220, 220
406.05, 429.45, -55.95, 220, 220
408.75, 427.95, -55.35, 220, 220
407.7, 430.5, -56.25, 218, 217
407.7, 429.45, -55.5, 220, 220
407.55, 429.9, -54.6, 221, 221
407.1, 429.9, -55.35, 219, 219
407.55, 429.9, -55.35, 226, 228
408.3, 429.9, -55.65, 213, 211
407.1, 428.85, -56.1, 219, 219
407.55, 428.85, -54.9, 220, 220
407.55, 428.85, -56.4, 220, 220
407.7, 429.45, -54.75, 220, 221
406.95, 429, -55.2, 218, 218
407.7, 431.25, -55.5, 219, 219
406.95, 430.2, -55.5, 219, 220
406.5, 429, -55.5, 221, 221
408.75, 429.9, -55.35, 226, 226
407.25, 428.25, -54.75, 212, 211
407.55, 429.9, -55.35, 219, 220
405.9, 431.55, -55.65, 220, 220
407.55, 429.15, -54.9, 220, 220
406.35, 428.85, -54.15, 220, 220
406.5, 429.75, -55.95, 219, 219
406.5, 429, -55.2, 219, 219
407.7, 429.45, -55.95, 220, 221
406.35, 428.4, -55.35, 220, 219
407.85, 428.4, -55.35, 232, 232
406.5, 429.45, -55.2, 207, 207
407.55, 429.6, -55.65, 219, 219
405.9, 429.9, -55.35, 220, 220
405.3, 429, -55.2, 220, 221
409.05, 428.4, -57.3, 220, 220
406.5, 429.45, -55.5, 218, 218
406.35, 429.15, -56.4, 219, 219
406.5, 431.25, -55.5, 221, 221
406.65, 427.95, -55.65, 219, 219
407.1, 429.6, -54.6, 227, 231
406.05, 430.2, -54.75, 211, 208
406.35, 429.9, -55.65, 219, 219
409.35, 429.75, -56.25, 220, 220
406.65, 428.4, -55.65, 220, 220
407.25, 428.55, -57, 220, 220
408.15, 429.45, -54, 218, 219
406.65, 429.9, -57.6, 220, 220
407.1, 429.15, -55.65, 219, 218
405.75, 429, -55.2, 220, 221
405.75, 429.75, -55.95, 228, 228
408.3, 429.9, -54.15, 211, 210
406.95, 429.75, -55.5, 219, 220
407.85, 429.6, -55.65, 220, 220
406.35, 428.85, -54.6, 220, 220
406.05, 430.95, -54.75, 220, 220
406.65, 429.15, -54.15, 219, 219
405.75, 429.75, -55.2, 219, 219
406.95, 430.5, -56.25, 220, 220
407.55, 426.9, -56.1, 220, 220
406.95, 431.25, -55.2, 228, 230
407.85, 427.95, -55.65, 210, 208
408.15, 428.55, -55.95, 219, 219
405.75, 429, -54, 220, 219
407.25, 430.5, -55.2, 220, 220
407.25, 429, -56.25, 220, 219
408.15, 430.5, -55.2, 218, 218
408.3, 429.6, -54.9, 220, 220
406.65, 429.6, -55.65, 220, 219
406.35, 428.85, -54.6, 220, 220
406.65, 427.65, -56.85, 227, 230
407.25, 429.45, -55.2, 212, 209
406.95, 429.75, -55.5, 219, 219
408.45, 430.5, -55.2, 220, 220
406.5, 429.45, -54.3, 220, 220
407.25, 429, -55.5, 220, 219
405.9, 429.9, -55.65, 218, 218
408.3, 429.6, -55.65, 220, 220
407.25, 429.45, -56.25, 219, 219
407.55, 428.4, -56.1, 220, 220
407.7, 429, -55.5, 227, 228
407.25, 427.8, -54.75, 211, 211
409.05, 429.15, -56.1, 219, 220
407.25, 429.75, -54, 220, 220
408.75, 429.6, -54.9, 220, 219
