#x, y, z, sqrtSum, milliseconds, timeInMilliseconds
9.80684, -0.751654, -0.207478, 9.8378, 82, 82
9.81357, -0.771941, -0.203713, 9.84599, 85, 85
9.81386, -0.757487, -0.209761, 9.84529, 83, 82
9.81732, -0.771189, -0.206732, 9.84973, 85, 85
9.81359, -0.75015, -0.219548, 9.84466, 83, 83
9.80339, -0.776271, -0.20221, 9.83615, 83, 84
9.80684, -0.770438, -0.199183, 9.83907, 94, 94
9.81507, -0.763676, -0.208993, 9.84696, 75, 74
9.8031, -0.756162, -0.202951, 9.83432, 84, 84
9.81059, -0.756162, -0.210497, 9.84194, 84, 84
9.80236, -0.76668, -0.211243, 9.83457, 83, 85
9.81058, -0.768935, -0.200695, 9.84271, 84, 83
9.82404, -0.745644, -0.202971, 9.85439, 83, 84
9.80684, -0.773444, -0.199183, 9.83931, 83, 82
9.8158, -0.76518, -0.188637, 9.84739, 85, 85
9.81207, -0.764428, -0.200696, 9.84385, 85, 85
9.81433, -0.764427, -0.212762, 9.84635, 83, 83
9.79414, -0.77269, -0.215004, 9.82692, 85, 85
9.79937, -0.758416, -0.206717, 9.83084, 83, 83
9.81805, -0.764429, -0.190901, 9.84961, 85, 84
9.81207, -0.745644, -0.19542, 9.8423, 83, 82
9.80459, -0.774947, -0.193149, 9.83706, 83, 84
9.81507, -0.763676, -0.202961, 9.84682, 85, 84
9.80356, -0.770616, -0.199919, 9.83583, 85, 85
9.8031, -0.763676, -0.202196, 9.83488, 84, 84
9.81011, -0.765001, -0.197694, 9.84188, 85, 86
9.8046, -0.763675, -0.205213, 9.83644, 82, 81
9.80835, -0.777951, -0.212001, 9.84143, 85, 84
9.81357, -0.753908, -0.20673, 9.84466, 83, 83
9.79412, -0.790724, -0.196908, 9.82796, 83, 83
9.81506, -0.762174, -0.19316, 9.8465, 85, 85
9.80609, -0.764427, -0.201445, 9.8379, 85, 85
9.8061, -0.753156, -0.210493, 9.83723, 83, 83
9.81283, -0.759919, -0.208991, 9.84443, 83, 83
9.81627, -0.753336, -0.191639, 9.847, 85, 84
9.80879, -0.759346, -0.191631, 9.84, 85, 84
9.80983, -0.76067, -0.202956, 9.84137, 83, 83
9.80235, -0.770438, -0.195409, 9.83452, 85, 85
9.8031, -0.764427, -0.20295, 9.83496, 83, 83
9.8088, -0.763853, -0.205202, 9.84064, 84, 85
9.81478, -0.753335, -0.202946, 9.84574, 83, 83
9.81881, -0.761422, -0.208996, 9.85051, 85, 85
9.80085, -0.758417, -0.196917, 9.83212, 83, 83
9.80655, -0.762351, -0.199922, 9.83817, 84, 85
9.80731, -0.748075, -0.208218, 9.838, 86, 87
9.79907, -0.778881, -0.193128, 9.83187, 79, 78
9.80907, -0.768185, -0.190892, 9.84096, 85, 86
9.81282, -0.760671, -0.200697, 9.84431, 85, 85
9.8218, -0.767433, -0.207491, 9.85392, 83, 83
9.81133, -0.762924, -0.209743, 9.84319, 85, 85
9.81506, -0.753158, -0.197684, 9.8459, 82, 82
9.81133, -0.762925, -0.202204, 9.84302, 93, 94
9.81807, -0.747145, -0.214275, 9.84879, 75, 74
9.78963, -0.7772, -0.191627, 9.8223, 83, 82
9.80758, -0.767433, -0.195414, 9.8395, 84, 84
9.80385, -0.768935, -0.203704, 9.83607, 85, 85
9.81507, -0.753908, -0.211255, 9.84625, 83, 83
9.81582, -0.7494, -0.207487, 9.84657, 85, 86
9.81583, -0.751653, -0.214272, 9.84689, 83, 82
9.81582, -0.772692, -0.208239, 9.84839, 85, 85
9.82555, -0.747897, -0.212774, 9.85627, 83, 83
9.80385, -0.768184, -0.198427, 9.8359, 83, 83
9.80983, -0.774195, -0.204463, 9.84246, 85, 85
9.8103, -0.770615, -0.206711, 9.84269, 85, 85
9.80807, -0.775122, -0.220279, 9.84111, 84, 83
9.80685, -0.772691, -0.214262, 9.83958, 85, 85
9.80505, -0.755589, -0.196152, 9.83608, 83, 83
9.81478, -0.769865, -0.203699, 9.84704, 84, 84
9.81328, -0.748827, -0.201438, 9.84387, 83, 83
9.80356, -0.773621, -0.198411, 9.83604, 83, 83
9.81029, -0.763854, -0.199926, 9.84202, 91, 95
9.8118, -0.769864, -0.208974, 9.84417, 79, 75
9.80909, -0.769687, -0.203709, 9.84134, 82, 82
9.80237, -0.767431, -0.215766, 9.83473, 83, 84
9.80655, -0.747324, -0.201431, 9.83705, 85, 85
9.81057, -0.766682, -0.194663, 9.84241, 85, 85
9.81104, -0.751081, -0.199927, 9.84178, 83, 82
9.79458, -0.758594, -0.194634, 9.82584, 83, 83
9.81433, -0.764427, -0.2105, 9.8463, 85, 85
9.80657, -0.77362, -0.217262, 9.83944, 85, 84
9.79863, -0.773442, -0.21727, 9.83151, 84, 84
9.80909, -0.758416, -0.210496, 9.84062, 82, 82
9.8073, -0.753335, -0.196908, 9.83816, 85, 86
9.8118, -0.775123, -0.214251, 9.8447, 84, 84
9.8088, -0.75634, -0.208218, 9.84012, 83, 83
9.78738, -0.770438, -0.190118, 9.8195, 84, 84
9.81029, -0.771367, -0.199171, 9.84259, 84, 84
9.80685, -0.777199, -0.214262, 9.83993, 85, 85
9.80506, -0.758594, -0.207461, 9.83655, 83, 82
9.80731, -0.768361, -0.214248, 9.8397, 88, 89
9.81403, -0.766859, -0.199175, 9.84596, 80, 79
9.81028, -0.769865, -0.190878, 9.8423, 85, 85
9.81404, -0.742815, -0.213502, 9.84443, 82, 82
9.80355, -0.771368, -0.190871, 9.8357, 83, 83
9.81208, -0.764427, -0.204466, 9.84393, 85, 86
9.81132, -0.763676, -0.198434, 9.843, 85, 85
9.81478, -0.759346, -0.204454, 9.84624, 83, 83
9.80236, -0.76067, -0.206719, 9.834, 85, 85
9.80729, -0.745822, -0.193139, 9.83751, 83, 84
9.81552, -0.768363, -0.192391, 9.84743, 84, 84
9.81703, -0.745821, -0.212751, 9.84762, 83, 83
9.80132, -0.775875, -0.198408, 9.83398, 83, 83
9.81178, -0.769865, -0.193141, 9.84383, 85, 85
9.81179, -0.768362, -0.205204, 9.84397, 85, 85
9.8103, -0.749577, -0.211236, 9.84116, 83, 83
9.81283, -0.76593, -0.205975, 9.84483, 83, 84
9.8031, -0.759167, -0.202196, 9.83453, 84, 84
9.81133, -0.766681, -0.205219, 9.84338, 85, 85
9.81058, -0.747897, -0.207482, 9.84124, 82, 82
9.79234, -0.78414, -0.192368, 9.82557, 83, 83
9.79982, -0.754837, -0.198409, 9.83085, 85, 85
9.81105, -0.775874, -0.213497, 9.844, 85, 84
9.80433, -0.76836, -0.224046, 9.83695, 84, 83
9.81104, -0.7616, -0.202942, 9.84265, 82, 82
9.80984, -0.765178, -0.214265, 9.84197, 86, 86
9.80879, -0.772119, -0.190876, 9.84098, 92, 93
9.81506, -0.756164, -0.191652, 9.84601, 76, 74
9.80805, -0.776627, -0.198415, 9.84075, 82, 82
9.80282, -0.76761, -0.208966, 9.83505, 85, 85
9.80759, -0.757665, -0.206724, 9.83899, 85, 85
9.80086, -0.752405, -0.208981, 9.83192, 83, 83
9.79786, -0.76067, -0.196914, 9.82932, 83, 83
9.80758, -0.75992, -0.193153, 9.83887, 85, 85
9.81581, -0.76518, -0.192406, 9.84746, 85, 85
9.80132, -0.740561, -0.205197, 9.8314, 83, 83
9.79953, -0.787324, -0.193867, 9.83302, 83, 83
9.81404, -0.776626, -0.208222, 9.84692, 84, 84
9.80581, -0.766107, -0.203691, 9.8378, 85, 86
9.80731, -0.750329, -0.209725, 9.83821, 82, 82
9.81329, -0.776626, -0.209729, 9.84621, 83, 83
9.80431, -0.753335, -0.202183, 9.83529, 85, 84
9.81853, -0.765356, -0.206719, 9.85048, 85, 86
9.81206, -0.742639, -0.190143, 9.84196, 82, 82
9.8028, -0.78339, -0.1871, 9.83583, 83, 83
9.81207, -0.758417, -0.196173, 9.84329, 90, 91
9.81358, -0.7772, -0.211252, 9.84657, 79, 78
9.79908, -0.763853, -0.206701, 9.83098, 83, 82
9.82601, -0.766108, -0.211249, 9.85809, 86, 86
9.81178, -0.754839, -0.190126, 9.84261, 83, 83
9.80207, -0.781134, -0.20067, 9.83519, 85, 86
9.81405, -0.757842, -0.216517, 9.84564, 82, 83
9.79234, -0.768362, -0.193877, 9.82435, 85, 93
9.81851, -0.759346, -0.19541, 9.84977, 83, 73
9.80731, -0.769864, -0.208216, 9.83968, 85, 85
9.80908, -0.759919, -0.202202, 9.84055, 84, 83
9.81254, -0.762351, -0.205206, 9.84425, 85, 85
9.81403, -0.760849, -0.195406, 9.84542, 83, 83
9.80506, -0.769865, -0.198412, 9.83723, 84, 84
9.8088, -0.752583, -0.208219, 9.83984, 85, 85
9.79458, -0.762351, -0.196141, 9.82616, 81, 81
9.80803, -0.756342, -0.184845, 9.83889, 85, 84
9.81328, -0.759346, -0.196159, 9.84457, 85, 85
9.81928, -0.76235, -0.215013, 9.85118, 83, 83
9.80879, -0.781887, -0.195399, 9.84185, 89, 91
9.80207, -0.763102, -0.200672, 9.83377, 79, 78
9.80955, -0.765356, -0.205956, 9.84152, 85, 84
9.81853, -0.757842, -0.215013, 9.85008, 82, 83
9.79309, -0.774372, -0.201417, 9.82573, 85, 85
9.81476, -0.769115, -0.180327, 9.8465, 83, 83
9.80131, -0.781135, -0.196146, 9.83435, 85, 84
9.80507, -0.772118, -0.208214, 9.83762, 82, 82
9.80879, -0.760849, -0.198417, 9.84026, 86, 86
9.81628, -0.761599, -0.208225, 9.84798, 83, 83
9.81403, -0.76761, -0.203699, 9.84612, 85, 85
9.8115, -0.747502, -0.200667, 9.84198, 83, 83
9.80804, -0.76686, -0.193892, 9.83989, 83, 83
9.80954, -0.75559, -0.190878, 9.84044, 85, 84
9.8073, -0.760848, -0.200677, 9.83882, 85, 84
9.81928, -0.759345, -0.215767, 9.85096, 83, 83
9.8118, -0.769112, -0.215006, 9.84425, 85, 85
9.80086, -0.764427, -0.205964, 9.83278, 83, 83
9.82225, -0.760849, -0.195413, 9.85362, 85, 85
9.80956, -0.745069, -0.213498, 9.84013, 84, 84
9.80208, -0.772118, -0.209719, 9.83467, 82, 82
9.80178, -0.766286, -0.199148, 9.8337, 85, 86
9.81029, -0.767611, -0.196156, 9.84223, 85, 85
9.81702, -0.757092, -0.198425, 9.84817, 82, 82
9.8088, -0.755588, -0.206711, 9.84003, 86, 85
9.81703, -0.747324, -0.206719, 9.8476, 84, 84
9.80431, -0.757091, -0.204444, 9.83563, 88, 90
9.81853, -0.745069, -0.211998, 9.84904, 79, 77
9.79759, -0.775123, -0.206698, 9.83037, 83, 83
9.80927, -0.778307, -0.20594, 9.84225, 84, 85
9.81628, -0.77287, -0.202192, 9.84873, 85, 85
9.81328, -0.768362, -0.201436, 9.84538, 82, 82
9.81432, -0.771941, -0.203714, 9.84674, 85, 85
9.80656, -0.75634, -0.205954, 9.83784, 83, 83
9.79982, -0.775124, -0.198407, 9.83243, 84, 84
9.81675, -0.751258, -0.210473, 9.8477, 83, 83
9.7973, -0.779809, -0.205929, 9.83044, 83, 82
9.80581, -0.77888, -0.208214, 9.8389, 85, 85
9.80955, -0.77287, -0.203694, 9.84205, 85, 84
9.81479, -0.754837, -0.209732, 9.84601, 83, 83
9.80657, -0.769863, -0.213493, 9.83906, 85, 85
9.8088, -0.759345, -0.207464, 9.84034, 82, 82
9.80806, -0.763853, -0.208217, 9.83996, 85, 86
9.81403, -0.739811, -0.201439, 9.84394, 83, 82
9.79683, -0.779632, -0.196896, 9.82977, 83, 83
9.81673, -0.759524, -0.196147, 9.84803, 94, 95
9.81254, -0.774373, -0.203697, 9.84515, 76, 75
9.81703, -0.764604, -0.212749, 9.84906, 82, 82
9.79983, -0.763853, -0.209717, 9.83179, 85, 85
9.8073, -0.746572, -0.203694, 9.83779, 83, 83
9.81627, -0.76686, -0.196915, 9.84815, 85, 84
9.80954, -0.757092, -0.197664, 9.8407, 85, 85
9.8073, -0.754838, -0.196908, 9.83827, 83, 83
9.79683, -0.770615, -0.200667, 9.82914, 83, 83
9.81253, -0.769114, -0.196157, 9.84458, 84, 84
9.81104, -0.76761, -0.202942, 9.84312, 83, 83
9.80954, -0.763854, -0.195401, 9.84118, 86, 86
9.81226, -0.759523, -0.213484, 9.84393, 83, 84
9.81374, -0.764783, -0.19916, 9.84551, 87, 86
9.82152, -0.758594, -0.20823, 9.85297, 81, 81
9.8103, -0.754085, -0.214252, 9.84158, 85, 85
9.80057, -0.771367, -0.199916, 9.83291, 83, 83
9.80431, -0.760848, -0.197658, 9.83577, 84, 84
9.79953, -0.764783, -0.197638, 9.83132, 83, 83
9.80357, -0.763852, -0.213491, 9.8356, 87, 89
9.8103, -0.749577, -0.214252, 9.84123, 81, 80
9.8058, -0.771367, -0.197659, 9.83808, 85, 85
9.8088, -0.76761, -0.205202, 9.84093, 83, 83
9.79984, -0.758592, -0.220273, 9.83162, 84, 84
9.81404, -0.76761, -0.211238, 9.84628, 84, 84
9.81179, -0.760097, -0.205205, 9.84333, 84, 83
9.8088, -0.768362, -0.199924, 9.84088, 83, 83
9.81029, -0.756341, -0.19691, 9.84137, 86, 86
9.81002, -0.75802, -0.216498, 9.84165, 83, 84
9.80655, -0.769864, -0.20143, 9.83879, 85, 85
9.81255, -0.768361, -0.215006, 9.84493, 83, 83
9.7931, -0.757842, -0.209712, 9.82462, 85, 84
9.80356, -0.775124, -0.193133, 9.83605, 83, 83
9.80431, -0.771367, -0.204443, 9.83674, 85, 85
9.80777, -0.771545, -0.205185, 9.84021, 82, 82
9.7988, -0.759522, -0.208948, 9.83041, 86, 86
9.80881, -0.748825, -0.215759, 9.83972, 83, 83
9.82198, -0.75802, -0.212739, 9.85349, 85, 85
9.82003, -0.756339, -0.219538, 9.85156, 86, 88
9.80507, -0.754836, -0.215755, 9.83645, 82, 80
9.80702, -0.777556, -0.201414, 9.83986, 83, 83
9.81254, -0.764605, -0.202943, 9.84437, 84, 84
9.80852, -0.776053, -0.208955, 9.84139, 83, 84
9.80628, -0.76929, -0.209708, 9.83864, 85, 85
9.81151, -0.752761, -0.204436, 9.84246, 83, 83
9.81, -0.767038, -0.19237, 9.84182, 94, 96
9.80581, -0.759345, -0.2052, 9.83731, 73, 72
9.80703, -0.758019, -0.217249, 9.83868, 85, 85
9.81225, -0.765535, -0.198404, 9.84407, 83, 83
9.81149, -0.764784, -0.191618, 9.84312, 85, 85
9.81403, -0.75559, -0.19616, 9.84503, 82, 82
9.80104, -0.767787, -0.209703, 9.83331, 86, 86
9.80777, -0.764031, -0.202924, 9.83957, 82, 82
9.80955, -0.774372, -0.210479, 9.84232, 85, 85
9.81376, -0.761777, -0.211223, 9.84554, 85, 85
9.80253, -0.761026, -0.198396, 9.83403, 83, 83
9.80402, -0.765535, -0.195381, 9.8358, 83, 83
9.80402, -0.772297, -0.190856, 9.83624, 85, 85
9.80927, -0.766284, -0.215742, 9.84152, 82, 82
9.81077, -0.768539, -0.213482, 9.84314, 86, 85
9.81001, -0.752761, -0.208205, 9.84105, 83, 83
9.80926, -0.759523, -0.205941, 9.84078, 85, 85
9.81525, -0.766285, -0.212732, 9.84742, 83, 83
9.80103, -0.745999, -0.199903, 9.83141, 85, 84
9.79729, -0.772296, -0.19839, 9.82969, 85, 87
9.82271, -0.768541, -0.191628, 9.8546, 83, 80
9.80476, -0.754265, -0.192367, 9.83561, 82, 83
9.80028, -0.756518, -0.198394, 9.83144, 86, 85
9.80553, -0.745247, -0.213479, 9.83613, 83, 83
9.81524, -0.75727, -0.199916, 9.84644, 85, 84
9.80553, -0.76929, -0.211969, 9.83795, 82, 82
9.81152, -0.742992, -0.218762, 9.84204, 85, 85
9.80552, -0.765534, -0.199906, 9.83739, 85, 85
9.80253, -0.767788, -0.196887, 9.83452, 82, 83
9.81824, -0.770043, -0.204441, 9.85051, 84, 83
9.80955, -0.764605, -0.20671, 9.84147, 85, 85
9.8088, -0.770615, -0.205955, 9.84118, 83, 83
9.81104, -0.764605, -0.202942, 9.84288, 85, 85
9.81673, -0.765535, -0.194639, 9.84846, 83, 84
9.79955, -0.742992, -0.214227, 9.83001, 84, 84
9.80999, -0.756519, -0.188601, 9.84093, 84, 84
9.79982, -0.760097, -0.20067, 9.8313, 84, 84
9.81823, -0.770044, -0.192378, 9.85026, 84, 87
9.80207, -0.764605, -0.201426, 9.83391, 86, 84
9.80283, -0.761598, -0.220276, 9.83484, 81, 80
9.79983, -0.769112, -0.204439, 9.83209, 85, 85
9.81076, -0.761026, -0.201419, 9.84229, 82, 82
9.80254, -0.743744, -0.211968, 9.833, 85, 85
9.80553, -0.773047, -0.213476, 9.83827, 84, 84
9.80402, -0.761027, -0.190857, 9.83536, 83, 84
9.80327, -0.76854, -0.190102, 9.83518, 84, 84
9.81029, -0.758595, -0.198418, 9.84158, 85, 85
9.80926, -0.755767, -0.202926, 9.84043, 83, 83
9.81974, -0.758772, -0.210475, 9.85126, 84, 85
9.80777, -0.76328, -0.20217, 9.8395, 83, 82
9.80629, -0.748251, -0.220265, 9.83726, 85, 85
9.80955, -0.762351, -0.204449, 9.84125, 84, 84
9.8145, -0.754264, -0.204439, 9.84556, 83, 83
9.80927, -0.773798, -0.21348, 9.84206, 83, 83
9.81645, -0.753691, -0.202918, 9.84744, 86, 85
9.81226, -0.771545, -0.206697, 9.84471, 83, 83
9.81105, -0.757842, -0.20822, 9.84248, 84, 84
9.81375, -0.773048, -0.206698, 9.84632, 84, 86
9.80629, -0.736981, -0.221774, 9.83644, 84, 82
9.82123, -0.765535, -0.202182, 9.85309, 85, 85
9.79804, -0.744496, -0.202163, 9.82837, 83, 82
9.81151, -0.767037, -0.208205, 9.84365, 83, 84
9.8085, -0.75727, -0.193124, 9.83959, 86, 85
9.81151, -0.765534, -0.208959, 9.84355, 84, 84
9.80478, -0.75802, -0.20443, 9.83616, 97, 100
9.80851, -0.782064, -0.199907, 9.84167, 69, 66
9.81226, -0.747501, -0.214239, 9.84303, 85, 85
9.8145, -0.761026, -0.203684, 9.84607, 84, 85
9.81226, -0.761026, -0.210468, 9.84398, 83, 83
9.80777, -0.764031, -0.206694, 9.83965, 83, 83
9.80701, -0.762529, -0.193876, 9.83852, 85, 85
9.80001, -0.761954, -0.211195, 9.83185, 84, 84
9.81898, -0.751259, -0.204443, 9.8498, 83, 83
9.80327, -0.774551, -0.196887, 9.83579, 83, 85
9.80552, -0.742993, -0.204432, 9.83576, 85, 83
9.80927, -0.762528, -0.214989, 9.84121, 84, 84
9.81226, -0.752761, -0.206699, 9.84326, 83, 85
9.80927, -0.767787, -0.211972, 9.84156, 83, 82
9.81075, -0.76253, -0.193125, 9.84223, 85, 86
9.80628, -0.776053, -0.207445, 9.83912, 84, 84
9.81524, -0.752762, -0.199916, 9.84609, 83, 83
9.80103, -0.780561, -0.196885, 9.83403, 83, 82
9.80506, -0.758594, -0.205953, 9.83652, 85, 85
9.80778, -0.764782, -0.213479, 9.83986, 90, 91
9.80703, -0.764781, -0.218756, 9.83924, 78, 76
9.81, -0.755767, -0.197649, 9.84106, 83, 84
9.80403, -0.765534, -0.205936, 9.83603, 85, 84
9.80553, -0.763279, -0.2082, 9.83739, 85, 85
9.80224, -0.763458, -0.20215, 9.83401, 84, 84
9.80149, -0.772475, -0.193855, 9.83379, 82, 82
9.80598, -0.769469, -0.199891, 9.83816, 85, 84
9.81495, -0.763459, -0.195376, 9.84654, 85, 85
9.80525, -0.771721, -0.217231, 9.83797, 84, 84
9.81748, -0.761027, -0.199917, 9.84897, 85, 85
9.80973, -0.766463, -0.205926, 9.84178, 82, 83
9.80852, -0.761025, -0.20971, 9.84023, 84, 84
9.81, -0.739989, -0.19765, 9.83986, 83, 83
9.79326, -0.773977, -0.195355, 9.82574, 83, 83
9.80674, -0.780738, -0.210446, 9.84002, 85, 86
9.81943, -0.756697, -0.190857, 9.8504, 86, 84
9.80478, -0.760274, -0.207445, 9.8364, 82, 82
9.81348, -0.771721, -0.221762, 9.84627, 86, 86
9.81197, -0.752188, -0.205176, 9.8429, 85, 88
9.80673, -0.767966, -0.199892, 9.83878, 83, 79
9.81646, -0.754441, -0.208949, 9.84763, 83, 83
9.803, -0.766462, -0.210444, 9.83517, 83, 84
9.80672, -0.776232, -0.193105, 9.83929, 84, 84
9.8157, -0.767215, -0.200654, 9.84769, 85, 85
9.80926, -0.76854, -0.202925, 9.84141, 83, 82
9.81075, -0.752762, -0.196896, 9.84156, 85, 85
9.81122, -0.755193, -0.201405, 9.8423, 83, 83
9.80478, -0.770042, -0.208198, 9.83717, 85, 85
9.81076, -0.756517, -0.210467, 9.84214, 83, 84
9.81225, -0.752761, -0.205945, 9.84324, 85, 84
9.80103, -0.769291, -0.195378, 9.83311, 84, 84
9.81, -0.767037, -0.19614, 9.8419, 83, 83
9.81495, -0.774729, -0.196129, 9.84743, 83, 84
9.81196, -0.770972, -0.198388, 9.8442, 85, 85
9.80927, -0.767787, -0.21348, 9.84159, 83, 83
9.80553, -0.770793, -0.209707, 9.83801, 85, 84
9.81347, -0.773225, -0.207437, 9.84607, 83, 83
9.8075, -0.746926, -0.223267, 9.83843, 85, 85
9.81122, -0.766463, -0.207435, 9.8433, 84, 84
9.81047, -0.758198, -0.203666, 9.84184, 83, 83
9.80673, -0.767215, -0.2014, 9.83876, 84, 84
9.8, -0.755944, -0.198378, 9.83111, 85, 84
9.81271, -0.759702, -0.199898, 9.84411, 85, 85
9.80028, -0.764032, -0.194623, 9.83194, 83, 82
9.8145, -0.788075, -0.200666, 9.84813, 93, 94
9.80852, -0.751258, -0.207449, 9.83943, 75, 74
9.8045, -0.766462, -0.212707, 9.83671, 85, 85
9.79627, -0.758197, -0.2127, 9.82787, 83, 83
9.81197, -0.755944, -0.205175, 9.84318, 83, 82
9.79626, -0.772474, -0.202897, 9.82877, 85, 85
9.82347, -0.761027, -0.198415, 9.8549, 84, 85
9.80226, -0.749932, -0.221754, 9.83341, 83, 83
9.80448, -0.781491, -0.193857, 9.83749, 83, 83
9.80449, -0.754441, -0.209692, 9.83571, 85, 86
9.81273, -0.777733, -0.214975, 9.84585, 85, 84
9.81122, -0.750684, -0.208945, 9.84212, 83, 83
9.80973, -0.762706, -0.20668, 9.8415, 83, 84
9.81047, -0.767966, -0.202911, 9.84258, 86, 85
9.81197, -0.767214, -0.205928, 9.84407, 85, 84
9.813, -0.75201, -0.207454, 9.84396, 83, 83
9.80298, -0.776983, -0.191594, 9.83559, 83, 83
9.81, -0.759524, -0.190863, 9.84121, 85, 85
9.80298, -0.764961, -0.190841, 9.83463, 85, 85
9.80374, -0.757447, -0.205167, 9.8351, 89, 91
9.80674, -0.767965, -0.207431, 9.83895, 79, 77
9.79776, -0.763457, -0.207423, 9.82965, 83, 83
9.8157, -0.771723, -0.200654, 9.84804, 85, 87
9.81797, -0.753689, -0.219506, 9.8493, 85, 83
9.79551, -0.762706, -0.200636, 9.82721, 83, 83
9.8, -0.759701, -0.199132, 9.83142, 83, 83
9.80672, -0.767967, -0.194614, 9.83867, 84, 83
9.80898, -0.778485, -0.202155, 9.8419, 83, 83
9.81795, -0.773977, -0.205179, 9.85055, 86, 86
9.80375, -0.751435, -0.214969, 9.83486, 83, 83
9.81646, -0.767215, -0.206686, 9.84856, 86, 86
9.81721, -0.764209, -0.205933, 9.84906, 81, 81
9.79627, -0.753689, -0.209685, 9.82746, 85, 85
9.80823, -0.778485, -0.205924, 9.84123, 84, 84
9.80795, -0.767392, -0.211941, 9.84021, 83, 83
9.81721, -0.771723, -0.205933, 9.84964, 83, 83
9.81496, -0.767215, -0.204423, 9.84702, 85, 85
9.81273, -0.765711, -0.214977, 9.8449, 83, 83
9.82094, -0.75895, -0.202921, 9.85231, 85, 85
9.81046, -0.755945, -0.195372, 9.84149, 82, 82
9.80974, -0.749932, -0.219499, 9.84081, 85, 85
9.8172, -0.764961, -0.205179, 9.8491, 85, 85
9.80749, -0.762706, -0.214218, 9.83944, 83, 82
9.80298, -0.75895, -0.193103, 9.83421, 84, 84
9.81421, -0.777734, -0.196882, 9.84694, 85, 84
9.8172, -0.767966, -0.201409, 9.84925, 93, 95
9.8157, -0.753691, -0.196885, 9.84656, 74, 72
9.79775, -0.776231, -0.191589, 9.83032, 83, 83
9.80974, -0.756695, -0.215728, 9.84124, 85, 85
9.81721, -0.762706, -0.208949, 9.84901, 85, 85
9.8075, -0.756694, -0.224774, 9.83922, 84, 83
9.81271, -0.761204, -0.197636, 9.84418, 82, 83
9.80253, -0.76328, -0.198395, 9.8342, 85, 85
9.80972, -0.778485, -0.203663, 9.84267, 85, 85
9.82197, -0.758021, -0.202184, 9.85326, 83, 83
9.79729, -0.77981, -0.196881, 9.83025, 83, 82
9.81224, -0.755017, -0.190112, 9.84308, 85, 85
9.81675, -0.75802, -0.209718, 9.8482, 85, 86
9.80254, -0.770793, -0.211966, 9.83508, 83, 82
9.81572, -0.770971, -0.213471, 9.84826, 85, 85
9.81271, -0.764961, -0.199897, 9.84451, 83, 83
9.81571, -0.776231, -0.203669, 9.84846, 84, 85
9.81421, -0.751436, -0.204424, 9.84506, 83, 83
9.79776, -0.766463, -0.199883, 9.82972, 83, 83
9.81045, -0.757449, -0.180293, 9.8413, 93, 94
9.81421, -0.778485, -0.202159, 9.84711, 77, 76
9.80749, -0.763457, -0.214972, 9.83951, 83, 83
9.81049, -0.762705, -0.221006, 9.84257, 85, 85
9.80226, -0.752186, -0.217984, 9.83349, 83, 83
9.80972, -0.772474, -0.20291, 9.84218, 85, 84
9.81048, -0.755944, -0.20819, 9.84176, 83, 83
9.79702, -0.764208, -0.214208, 9.82912, 83, 83
9.80821, -0.755194, -0.186323, 9.83901, 84, 85
9.80748, -0.770972, -0.196122, 9.83969, 85, 86
9.80151, -0.767965, -0.214966, 9.8339, 82, 82
9.82169, -0.764962, -0.198398, 9.85343, 86, 86
9.80196, -0.759127, -0.203643, 9.83342, 82, 82
9.80525, -0.773224, -0.213461, 9.838, 85, 86
9.81422, -0.757447, -0.208947, 9.84562, 83, 83
9.80376, -0.753689, -0.221001, 9.83517, 84, 85
9.80972, -0.765712, -0.204418, 9.84169, 83, 83
9.79924, -0.761955, -0.193854, 9.83074, 84, 84
9.80374, -0.761203, -0.206675, 9.83542, 83, 83
9.81571, -0.767215, -0.205932, 9.8478, 87, 89
9.80299, -0.758949, -0.204413, 9.83445, 81, 79
9.79851, -0.767965, -0.205162, 9.8307, 85, 85
9.8217, -0.77022, -0.211969, 9.85413, 82, 83
9.80525, -0.75444, -0.21874, 9.83667, 85, 85
9.80673, -0.758198, -0.202908, 9.83809, 84, 84
9.80674, -0.765711, -0.208185, 9.83879, 83, 84
9.80972, -0.763458, -0.198387, 9.84138, 83, 83
9.80972, -0.771723, -0.201402, 9.84209, 85, 85
9.81273, -0.758198, -0.215731, 9.84434, 83, 84
9.80298, -0.756697, -0.190088, 9.83398, 85, 83
9.80271, -0.7719, -0.20892, 9.83528, 82, 82
9.80375, -0.752186, -0.215723, 9.83493, 85, 86
9.8, -0.773225, -0.202901, 9.83255, 85, 85
9.81124, -0.767213, -0.219499, 9.84364, 83, 83
9.80748, -0.752187, -0.204417, 9.83841, 83, 83
9.80598, -0.767215, -0.201399, 9.83801, 86, 86
9.81197, -0.766463, -0.211206, 9.84413, 85, 84
9.80374, -0.767966, -0.201397, 9.83584, 83, 83
9.81496, -0.779237, -0.20216, 9.84792, 85, 86
9.81047, -0.754442, -0.20065, 9.84148, 83, 82
9.81049, -0.764208, -0.220252, 9.84267, 84, 84
9.80374, -0.761204, -0.200643, 9.83529, 83, 83
9.80972, -0.764961, -0.197633, 9.84148, 83, 84
9.80299, -0.766463, -0.197626, 9.83489, 85, 85
9.81347, -0.765711, -0.212715, 9.8456, 84, 84
9.81301, -0.770793, -0.209714, 9.84547, 91, 92
9.79476, -0.780739, -0.193848, 9.82774, 75, 74
