#x, y, z, sqrtSum, milliseconds, timeInMilliseconds
9.80401, -0.784296, -0.19506, 9.83727, 83, 83
9.81122, -0.767943, -0.206362, 9.84339, 85, 85
9.80852, -0.756494, -0.2109, 9.83991, 85, 84
9.80701, -0.74823, -0.206375, 9.83768, 82, 82
9.81571, -0.760429, -0.214661, 9.84746, 85, 85
9.8145, -0.756495, -0.207889, 9.8458, 83, 83
9.80851, -0.760251, -0.207884, 9.84013, 84, 84
9.813, -0.756495, -0.20638, 9.84428, 84, 84
9.80253, -0.77603, -0.204107, 9.83531, 82, 83
9.81272, -0.764186, -0.211642, 9.8447, 85, 85
9.81, -0.751235, -0.20487, 9.84086, 85, 85
9.80776, -0.745224, -0.204868, 9.83817, 91, 93
9.81225, -0.767765, -0.210148, 9.84449, 75, 72
9.80552, -0.768516, -0.210896, 9.83786, 85, 86
9.80104, -0.773024, -0.212399, 9.83377, 84, 84
9.80374, -0.746905, -0.204849, 9.83428, 83, 84
9.80176, -0.76927, -0.18375, 9.83362, 83, 82
9.80822, -0.758176, -0.199575, 9.8395, 85, 86
9.81795, -0.776959, -0.210138, 9.85089, 85, 85
9.80628, -0.756494, -0.218437, 9.83784, 82, 82
9.80897, -0.768694, -0.20636, 9.84121, 84, 84
9.81151, -0.755743, -0.210149, 9.84281, 85, 84
9.8115, -0.768517, -0.198838, 9.84356, 84, 84
9.8145, -0.75424, -0.214675, 9.84578, 83, 83
9.80402, -0.776782, -0.200338, 9.83678, 85, 85
9.81495, -0.761933, -0.199581, 9.8465, 83, 83
9.8145, -0.773776, -0.207888, 9.84715, 85, 84
9.81048, -0.752915, -0.216164, 9.8417, 83, 83
9.80852, -0.76551, -0.216931, 9.84074, 86, 85
9.80552, -0.761755, -0.201849, 9.83713, 83, 83
9.80028, -0.761754, -0.206368, 9.83201, 90, 92
9.81197, -0.746905, -0.210135, 9.8426, 78, 75
9.79729, -0.778284, -0.203348, 9.83026, 83, 82
9.79878, -0.761003, -0.201843, 9.83036, 85, 85
9.81077, -0.767764, -0.216933, 9.84315, 86, 86
9.80777, -0.756494, -0.210899, 9.83916, 81, 81
9.81001, -0.765511, -0.205623, 9.84198, 86, 87
9.81899, -0.763257, -0.216187, 9.85098, 90, 90
9.80299, -0.761932, -0.205601, 9.83471, 78, 78
9.81721, -0.754418, -0.213909, 9.84848, 82, 82
9.79402, -0.75592, -0.214641, 9.8255, 85, 85
9.80925, -0.770771, -0.19959, 9.84151, 83, 83
9.80972, -0.769446, -0.208623, 9.84207, 84, 84
9.80973, -0.778462, -0.21013, 9.84281, 83, 84
9.81047, -0.761933, -0.202592, 9.84209, 86, 86
9.80703, -0.757996, -0.218438, 9.8387, 83, 82
9.81345, -0.76043, -0.198826, 9.84488, 85, 85
9.81524, -0.759501, -0.204874, 9.84671, 83, 84
9.803, -0.746152, -0.219174, 9.8338, 84, 84
9.80402, -0.771522, -0.204109, 9.83645, 85, 86
9.80672, -0.76569, -0.191279, 9.83842, 82, 81
9.81001, -0.763257, -0.207131, 9.84183, 83, 83
9.81898, -0.762506, -0.207893, 9.85074, 86, 86
9.80103, -0.7595, -0.208631, 9.83263, 83, 83
9.82019, -0.761181, -0.204863, 9.85178, 85, 85
9.81226, -0.77077, -0.211656, 9.84476, 82, 83
9.80103, -0.749732, -0.204862, 9.8318, 86, 86
9.81196, -0.761182, -0.19807, 9.84343, 84, 82
9.80626, -0.767766, -0.196572, 9.83823, 83, 83
9.81598, -0.774528, -0.199596, 9.84852, 83, 83
9.80074, -0.7717, -0.202583, 9.83317, 86, 86
9.82021, -0.75592, -0.222959, 9.85178, 83, 83
9.80702, -0.767013, -0.210897, 9.83923, 85, 84
9.81, -0.773025, -0.20336, 9.84251, 82, 83
9.81348, -0.749909, -0.223707, 9.84463, 86, 85
9.82047, -0.765512, -0.204124, 9.85238, 85, 85
9.80552, -0.767765, -0.20411, 9.83765, 82, 82
9.81495, -0.773203, -0.19958, 9.84738, 83, 83
9.80597, -0.758928, -0.192033, 9.83717, 86, 86
9.80973, -0.755921, -0.213902, 9.84114, 83, 83
9.81673, -0.754993, -0.202614, 9.84781, 84, 84
9.81375, -0.774528, -0.207133, 9.84644, 82, 82
9.81348, -0.760428, -0.223706, 9.84544, 85, 85
9.80822, -0.750662, -0.198068, 9.8389, 84, 84
9.80552, -0.758748, -0.210897, 9.8371, 84, 83
9.80552, -0.759501, -0.201095, 9.83694, 82, 82
9.80747, -0.761932, -0.201836, 9.8391, 86, 86
9.81571, -0.770196, -0.217676, 9.84829, 83, 82
9.80898, -0.758926, -0.213901, 9.84062, 84, 85
9.81767, -0.782397, -0.208614, 9.851, 83, 83
9.80824, -0.73939, -0.220687, 9.83854, 86, 87
9.79925, -0.768694, -0.207859, 9.83155, 83, 83
9.80523, -0.764938, -0.204095, 9.83714, 83, 83
9.81046, -0.766441, -0.197314, 9.84233, 83, 83
9.80925, -0.782793, -0.198081, 9.84243, 86, 86
9.80897, -0.764938, -0.200329, 9.84079, 82, 83
9.80523, -0.757424, -0.204096, 9.83656, 84, 84
9.80897, -0.767943, -0.203344, 9.84109, 83, 83
9.80777, -0.747477, -0.219193, 9.83866, 85, 85
9.80626, -0.759501, -0.201096, 9.83769, 84, 85
9.80598, -0.760429, -0.207112, 9.8376, 83, 82
9.81645, -0.766441, -0.208629, 9.84854, 83, 83
9.80149, -0.764187, -0.195044, 9.83317, 86, 86
9.80748, -0.775456, -0.207112, 9.84027, 85, 84
9.81644, -0.752166, -0.193551, 9.84712, 89, 89
9.81046, -0.767192, -0.198822, 9.84242, 77, 77
9.81346, -0.742397, -0.207875, 9.8437, 85, 85
9.81272, -0.758926, -0.215412, 9.84438, 85, 85
9.81346, -0.752164, -0.208628, 9.84446, 83, 84
9.80973, -0.767942, -0.214655, 9.84208, 83, 82
9.80373, -0.750662, -0.201833, 9.8345, 85, 85
9.81196, -0.767943, -0.204101, 9.84409, 84, 85
9.81224, -0.762507, -0.196578, 9.84379, 83, 82
9.79999, -0.789733, -0.195795, 9.83371, 83, 83
9.81076, -0.755743, -0.207132, 9.842, 85, 85
9.81496, -0.761932, -0.21089, 9.84675, 85, 85
9.81646, -0.762683, -0.215415, 9.8484, 83, 83
9.80898, -0.752164, -0.210885, 9.84003, 83, 83
9.80747, -0.758928, -0.196558, 9.83875, 86, 86
9.81719, -0.787479, -0.198827, 9.85073, 84, 83
9.80673, -0.758175, -0.209375, 9.83823, 83, 84
9.79999, -0.766441, -0.198813, 9.83193, 83, 82
9.80972, -0.759678, -0.202592, 9.84117, 85, 85
9.80822, -0.768695, -0.194296, 9.84021, 85, 84
9.80449, -0.755921, -0.206357, 9.83575, 83, 83
9.79972, -0.765866, -0.207091, 9.83178, 85, 85
9.80852, -0.761002, -0.214669, 9.84034, 83, 83
9.813, -0.77603, -0.204871, 9.84577, 84, 84
9.81823, -0.755744, -0.201107, 9.84932, 83, 83
9.80149, -0.769446, -0.202583, 9.83374, 83, 82
9.80849, -0.764762, -0.183003, 9.83996, 85, 85
9.8172, -0.772452, -0.201844, 9.84961, 85, 85
9.81674, -0.762506, -0.212415, 9.8486, 82, 82
9.80597, -0.746905, -0.19882, 9.83639, 86, 86
9.80926, -0.757997, -0.211654, 9.84078, 83, 83
9.80897, -0.767943, -0.204098, 9.8411, 85, 84
9.80898, -0.746153, -0.209378, 9.83954, 83, 83
9.80328, -0.757246, -0.206371, 9.83464, 85, 85
9.79774, -0.757425, -0.193534, 9.82888, 83, 83
9.81271, -0.772452, -0.199578, 9.84509, 84, 83
9.81121, -0.755922, -0.204102, 9.84241, 83, 83
9.80599, -0.763434, -0.216159, 9.83804, 85, 86
9.81047, -0.743148, -0.210888, 9.84084, 83, 84
9.81496, -0.773954, -0.206365, 9.84759, 87, 85
9.81196, -0.767943, -0.203347, 9.84407, 80, 81
9.80749, -0.742396, -0.216916, 9.83794, 86, 85
9.80674, -0.776959, -0.211635, 9.83974, 84, 84
9.79804, -0.743722, -0.20109, 9.82828, 83, 83
9.80971, -0.764187, -0.198068, 9.84143, 83, 83
9.80477, -0.758749, -0.202603, 9.83617, 94, 95
9.80897, -0.74991, -0.206362, 9.83976, 74, 73
9.8145, -0.756495, -0.210151, 9.84585, 85, 86
9.81944, -0.767944, -0.203354, 9.85152, 82, 82
9.81375, -0.75424, -0.212413, 9.84498, 85, 85
9.80448, -0.768695, -0.200324, 9.83661, 87, 87
9.81271, -0.75517, -0.203349, 9.84382, 81, 80
9.80523, -0.767192, -0.205603, 9.83735, 84, 84
9.80103, -0.766263, -0.200337, 9.83298, 85, 85
9.81197, -0.755169, -0.213904, 9.84331, 83, 83
9.81421, -0.761181, -0.20712, 9.84586, 84, 84
9.80673, -0.774705, -0.20485, 9.83941, 83, 82
9.79627, -0.753665, -0.220675, 9.8277, 85, 85
9.82169, -0.764187, -0.206372, 9.85353, 84, 84
9.81271, -0.760429, -0.208626, 9.84435, 84, 84
9.80972, -0.756673, -0.202592, 9.84094, 82, 82
9.79925, -0.765689, -0.199566, 9.83114, 86, 86
9.80972, -0.750662, -0.208624, 9.84061, 83, 82
9.81196, -0.761182, -0.199578, 9.84346, 84, 84
9.81421, -0.768694, -0.209381, 9.8465, 92, 93
9.80928, -0.749731, -0.224472, 9.84045, 76, 76
9.81047, -0.753667, -0.204101, 9.84149, 85, 84
9.80075, -0.762683, -0.210123, 9.83263, 83, 83
9.80896, -0.762684, -0.196559, 9.84053, 83, 83
9.80925, -0.77002, -0.195066, 9.84136, 86, 85
9.80672, -0.753668, -0.201082, 9.8377, 83, 83
9.80897, -0.759679, -0.201083, 9.8404, 85, 84
9.81076, -0.77603, -0.206376, 9.84356, 83, 83
9.80824, -0.748407, -0.216917, 9.83914, 85, 85
9.81076, -0.758749, -0.210902, 9.84232, 84, 85
9.81122, -0.768694, -0.213902, 9.84362, 83, 84
9.80523, -0.768695, -0.198817, 9.83732, 83, 82
9.81224, -0.761004, -0.19884, 9.84372, 85, 85
9.80823, -0.770197, -0.207867, 9.84062, 84, 84
9.80448, -0.750662, -0.199572, 9.8352, 83, 84
9.80327, -0.778285, -0.19506, 9.83605, 83, 83
9.80599, -0.758175, -0.213144, 9.83756, 85, 85
9.80926, -0.752738, -0.209393, 9.84033, 84, 85
9.80628, -0.757997, -0.216175, 9.8379, 83, 84
9.80298, -0.752165, -0.200324, 9.83384, 83, 82
9.81075, -0.772274, -0.202607, 9.84319, 85, 84
9.81075, -0.755744, -0.195823, 9.84176, 84, 84
9.81599, -0.742219, -0.204122, 9.84612, 83, 83
9.81, -0.783545, -0.196574, 9.8432, 83, 83
9.80776, -0.764009, -0.202605, 9.83956, 85, 85
9.81302, -0.770769, -0.226736, 9.84585, 94, 94
9.79925, -0.756672, -0.207106, 9.83061, 74, 74
9.81225, -0.751235, -0.210904, 9.84323, 82, 82
9.81346, -0.753668, -0.204858, 9.84449, 86, 85
9.80402, -0.755744, -0.201094, 9.83516, 84, 84
9.81226, -0.753489, -0.214673, 9.84349, 83, 84
9.79924, -0.771701, -0.189764, 9.83141, 83, 83
9.81224, -0.776782, -0.19733, 9.84492, 85, 85
9.80598, -0.761181, -0.207866, 9.83768, 85, 85
9.81226, -0.765511, -0.21241, 9.84436, 83, 83
9.80776, -0.765511, -0.205621, 9.83974, 85, 85
9.80851, -0.754992, -0.20336, 9.83962, 83, 83
9.81673, -0.757999, -0.196582, 9.84791, 85, 86
9.80926, -0.746727, -0.203362, 9.83974, 83, 84
9.80252, -0.772274, -0.197322, 9.83487, 82, 82
9.81598, -0.773026, -0.198088, 9.84837, 85, 84
9.80327, -0.765511, -0.199585, 9.83514, 85, 85
9.80477, -0.758749, -0.200341, 9.83612, 83, 84
9.80374, -0.761181, -0.206356, 9.83541, 85, 85
9.80777, -0.753489, -0.210899, 9.83893, 90, 92
9.81272, -0.768694, -0.211641, 9.84505, 77, 75
9.80899, -0.755169, -0.219933, 9.84047, 83, 84
9.79205, -0.757998, -0.195805, 9.82329, 83, 82
9.80372, -0.761933, -0.189769, 9.83512, 84, 86
9.81495, -0.775457, -0.204103, 9.84766, 86, 84
9.80599, -0.758926, -0.210882, 9.83757, 82, 83
9.80972, -0.773203, -0.201083, 9.8422, 85, 85
9.81122, -0.743148, -0.211642, 9.8416, 82, 83
9.81121, -0.769446, -0.201838, 9.84341, 85, 84
9.80822, -0.739392, -0.198822, 9.83806, 83, 82
9.79775, -0.753667, -0.200319, 9.82874, 84, 84
9.81673, -0.779037, -0.198842, 9.8496, 84, 84
9.807, -0.769269, -0.192048, 9.839, 85, 85
9.80972, -0.754419, -0.204854, 9.84082, 82, 82
9.80598, -0.769446, -0.207111, 9.8383, 86, 86
9.81046, -0.756673, -0.198069, 9.84159, 83, 83
9.8157, -0.76043, -0.201843, 9.84718, 84, 85
9.81571, -0.76118, -0.216923, 9.84757, 85, 85
9.80075, -0.77245, -0.212384, 9.83344, 86, 91
9.80223, -0.767192, -0.197307, 9.83419, 79, 74
9.80925, -0.755745, -0.192052, 9.84019, 85, 84
9.81749, -0.7595, -0.215432, 9.84918, 82, 82
9.80701, -0.77002, -0.200342, 9.83923, 86, 86
9.81421, -0.756672, -0.21089, 9.8456, 84, 84
9.8172, -0.758176, -0.206369, 9.8486, 86, 86
9.81422, -0.755169, -0.217676, 9.84564, 81, 81
9.80973, -0.768694, -0.2139, 9.84212, 84, 84
9.80299, -0.767943, -0.208617, 9.83524, 84, 84
9.82243, -0.762685, -0.199588, 9.85402, 85, 84
9.81272, -0.768694, -0.214657, 9.84512, 83, 83
9.79776, -0.761931, -0.211628, 9.82962, 86, 86
9.79851, -0.764185, -0.211629, 9.83054, 83, 82
9.80748, -0.76644, -0.204851, 9.83951, 85, 85
9.81299, -0.748982, -0.200349, 9.84357, 83, 83
9.80374, -0.749158, -0.213143, 9.83464, 82, 83
9.80897, -0.762684, -0.202591, 9.84066, 84, 84
9.80148, -0.767193, -0.184489, 9.83319, 84, 84
9.80851, -0.75349, -0.204114, 9.83953, 84, 84
9.81122, -0.762684, -0.204101, 9.84293, 85, 85
9.80749, -0.746152, -0.219932, 9.83829, 83, 83
9.80252, -0.759501, -0.192799, 9.83379, 85, 84
9.81944, -0.758176, -0.207879, 9.85086, 83, 87
9.81048, -0.757423, -0.222196, 9.84219, 85, 80
9.80598, -0.773203, -0.201079, 9.83847, 83, 83
9.807, -0.765512, -0.194311, 9.83875, 85, 88
9.80898, -0.758926, -0.213901, 9.84062, 82, 79
9.80673, -0.767943, -0.201081, 9.8388, 86, 86
9.80599, -0.755921, -0.213898, 9.83741, 83, 82
9.80972, -0.772451, -0.205607, 9.84223, 85, 85
9.80374, -0.763434, -0.213141, 9.83573, 84, 85
9.81198, -0.755169, -0.218427, 9.84342, 83, 82
9.8055, -0.767767, -0.189031, 9.83733, 83, 83
9.81794, -0.758928, -0.201846, 9.8493, 85, 84
9.81468, -0.768121, -0.211628, 9.84696, 83, 83
9.80747, -0.752165, -0.198821, 9.83828, 85, 85
9.80225, -0.749158, -0.219927, 9.8333, 83, 83
9.80672, -0.770949, -0.200326, 9.83902, 85, 85
9.81121, -0.763435, -0.200331, 9.84291, 83, 84
9.80824, -0.758925, -0.224455, 9.84012, 84, 84
9.80867, -0.757603, -0.190513, 9.83973, 85, 85
9.79925, -0.765689, -0.20032, 9.83116, 83, 83
9.81495, -0.771701, -0.195056, 9.84717, 83, 84
9.80598, -0.758175, -0.20485, 9.83738, 85, 84
9.80973, -0.773953, -0.212392, 9.8425, 92, 94
9.81197, -0.752915, -0.21315, 9.84312, 76, 73
9.81421, -0.779965, -0.202594, 9.84723, 83, 83
9.80748, -0.740894, -0.212393, 9.83772, 85, 85
9.80374, -0.776959, -0.207863, 9.83668, 85, 84
9.80598, -0.753667, -0.205605, 9.83705, 83, 83
9.80597, -0.767944, -0.19731, 9.83798, 84, 84
9.81121, -0.778463, -0.19656, 9.84401, 84, 85
9.80599, -0.767942, -0.216913, 9.83841, 84, 84
9.81271, -0.761933, -0.204102, 9.84436, 83, 83
9.80148, -0.773204, -0.187504, 9.83372, 83, 83
9.80898, -0.759678, -0.210131, 9.84059, 85, 85
9.81048, -0.77245, -0.220686, 9.84332, 85, 85
9.803, -0.752915, -0.213142, 9.83418, 83, 83
9.81001, -0.771521, -0.213162, 9.84261, 83, 83
9.79503, -0.767766, -0.19053, 9.82693, 85, 85
9.81525, -0.755743, -0.212414, 9.84659, 84, 84
9.81523, -0.748231, -0.19432, 9.84563, 83, 83
9.79804, -0.791809, -0.20184, 9.83205, 83, 83
9.81523, -0.754993, -0.196581, 9.84619, 87, 89
9.813, -0.773776, -0.210902, 9.84572, 83, 81
9.80674, -0.767191, -0.213144, 9.83901, 83, 83
9.81823, -0.765512, -0.198091, 9.85002, 83, 83
9.81271, -0.755171, -0.198825, 9.84373, 85, 85
9.80674, -0.769445, -0.213898, 9.8392, 84, 85
9.82019, -0.743149, -0.207127, 9.85045, 83, 82
9.78699, -0.777889, -0.192753, 9.81975, 83, 83
9.81345, -0.773203, -0.198824, 9.84587, 85, 85
9.81197, -0.770197, -0.214656, 9.8445, 85, 85
9.81123, -0.761931, -0.222196, 9.84328, 83, 82
9.81046, -0.763436, -0.197315, 9.8421, 85, 86
9.80749, -0.753666, -0.215408, 9.83876, 83, 82
9.80598, -0.772451, -0.202587, 9.83844, 85, 85
9.81196, -0.745403, -0.198825, 9.84224, 84, 84
9.78982, -0.783543, -0.20711, 9.82331, 83, 82
9.80746, -0.760431, -0.190526, 9.83874, 85, 85
9.80747, -0.768695, -0.201835, 9.83962, 85, 84
9.80375, -0.767941, -0.223696, 9.83633, 82, 82
9.80299, -0.769446, -0.205601, 9.83529, 88, 90
9.8042, -0.747082, -0.208604, 9.83484, 81, 80
9.81048, -0.778461, -0.214654, 9.84366, 87, 87
9.81495, -0.753668, -0.201089, 9.8459, 81, 81
9.79775, -0.759678, -0.201827, 9.82923, 83, 84
9.80148, -0.763436, -0.191275, 9.83303, 84, 84
9.82018, -0.76569, -0.195816, 9.85193, 85, 85
9.81421, -0.762683, -0.211643, 9.84608, 82, 82
9.81496, -0.76644, -0.210136, 9.84708, 86, 86
9.80448, -0.762684, -0.200325, 9.83614, 83, 83
9.81719, -0.757425, -0.195059, 9.8483, 85, 84
9.81271, -0.760429, -0.208626, 9.84435, 85, 85
9.79626, -0.76118, -0.205595, 9.82794, 85, 84
9.80971, -0.764188, -0.190528, 9.84127, 81, 81
9.80299, -0.776959, -0.203338, 9.83583, 84, 84
9.80823, -0.759678, -0.205606, 9.83975, 83, 84
9.80748, -0.767943, -0.204097, 9.83961, 86, 86
9.80523, -0.753667, -0.204096, 9.83627, 83, 83
9.81196, -0.762684, -0.203348, 9.84366, 86, 86
9.81496, -0.770948, -0.210135, 9.84743, 83, 82
9.8, -0.74991, -0.208615, 9.83086, 85, 84
9.80299, -0.766441, -0.200323, 9.83494, 84, 84
9.80523, -0.762684, -0.196556, 9.83681, 83, 83
9.81494, -0.758928, -0.191288, 9.8461, 83, 83
9.81869, -0.751414, -0.199585, 9.84942, 85, 85
9.80449, -0.764937, -0.213896, 9.83661, 83, 83
9.81495, -0.754419, -0.202597, 9.84599, 89, 93
9.81617, -0.77338, -0.211629, 9.84886, 79, 74
9.81244, -0.753844, -0.225199, 9.84393, 84, 84
9.80224, -0.753667, -0.200324, 9.83321, 85, 85
9.8157, -0.758927, -0.20109, 9.84705, 84, 86
9.81794, -0.762684, -0.201845, 9.84959, 83, 80
9.81047, -0.77771, -0.210131, 9.84349, 85, 85
9.81048, -0.770196, -0.216163, 9.84304, 83, 83
9.80598, -0.763435, -0.207866, 9.83785, 84, 83
9.79925, -0.776959, -0.202581, 9.83209, 83, 83
9.81198, -0.739391, -0.217675, 9.8422, 85, 85
9.80598, -0.764938, -0.203342, 9.83787, 85, 86
9.80298, -0.752165, -0.195047, 9.83373, 83, 82
9.81196, -0.7717, -0.203347, 9.84436, 84, 84
9.81018, -0.774883, -0.20333, 9.84284, 85, 84
9.81598, -0.75349, -0.201106, 9.84692, 83, 82
9.81421, -0.761181, -0.204104, 9.8458, 85, 85
9.81048, -0.769445, -0.213147, 9.84291, 83, 82
9.81048, -0.742396, -0.220689, 9.84101, 85, 85
9.80672, -0.765689, -0.199573, 9.83859, 90, 90
9.80869, -0.752342, -0.213132, 9.83981, 77, 78
9.8187, -0.773954, -0.207877, 9.85135, 83, 83
9.79849, -0.767944, -0.192025, 9.83041, 85, 84
9.80374, -0.765688, -0.211633, 9.83588, 84, 84
9.81196, -0.761932, -0.204856, 9.84363, 83, 83
9.797, -0.776208, -0.197301, 9.82968, 83, 83
9.80898, -0.760429, -0.214654, 9.84075, 85, 85
9.81318, -0.753845, -0.211628, 9.84437, 85, 85
9.80375, -0.76118, -0.215403, 9.83561, 84, 84
9.79475, -0.75517, -0.195039, 9.82576, 82, 82
9.80374, -0.770197, -0.210125, 9.83619, 86, 86
9.8072, -0.753093, -0.211622, 9.83835, 84, 83
9.80972, -0.751413, -0.203347, 9.84056, 83, 84
9.80074, -0.778463, -0.194288, 9.83352, 83, 82
9.81917, -0.759855, -0.216911, 9.85091, 85, 85
9.81244, -0.771125, -0.220673, 9.84517, 85, 85
9.80373, -0.753667, -0.201833, 9.83473, 83, 83
9.80972, -0.758176, -0.2041, 9.84109, 83, 83
9.80448, -0.75517, -0.198064, 9.83551, 86, 87
9.80673, -0.769446, -0.206358, 9.83903, 83, 82
9.80074, -0.753667, -0.203338, 9.83178, 82, 83
9.80223, -0.78823, -0.195797, 9.83582, 83, 83
9.81346, -0.774706, -0.20561, 9.84614, 85, 85
9.81346, -0.76043, -0.204103, 9.84499, 84, 84
9.81197, -0.760429, -0.213149, 9.8437, 84, 83
9.81272, -0.767191, -0.210888, 9.84492, 91, 97
9.80074, -0.767943, -0.202583, 9.83287, 76, 71
9.80823, -0.765689, -0.207868, 9.84026, 84, 85
9.8172, -0.747656, -0.210139, 9.84787, 84, 83
9.79297, -0.775635, -0.189743, 9.82547, 82, 82
9.81944, -0.767193, -0.197323, 9.85134, 85, 85
9.81048, -0.770196, -0.219933, 9.84313, 84, 84
9.80449, -0.764937, -0.212388, 9.83658, 84, 84
9.81346, -0.755922, -0.205611, 9.84468, 83, 83
9.80776, -0.769268, -0.20185, 9.83995, 85, 85
9.81196, -0.763436, -0.198824, 9.84362, 85, 84
9.82469, -0.753667, -0.21467, 9.85589, 83, 85
9.80074, -0.766441, -0.193536, 9.83256, 85, 83
9.80073, -0.764188, -0.187504, 9.83227, 83, 83
9.82318, -0.779214, -0.206372, 9.8562, 85, 85
9.80151, -0.75592, -0.21691, 9.833, 83, 84
9.80823, -0.770948, -0.210883, 9.84074, 85, 85
9.81644, -0.751414, -0.197321, 9.84714, 83, 83
9.80674, -0.775456, -0.215405, 9.83971, 85, 84
9.80973, -0.74991, -0.213902, 9.84067, 90, 91
9.78429, -0.766439, -0.207091, 9.81645, 76, 76
9.80942, -0.771879, -0.187496, 9.84153, 85, 84
9.81196, -0.767192, -0.199578, 9.84393, 85, 85
9.81047, -0.751413, -0.204101, 9.84132, 82, 82
9.80598, -0.769446, -0.202588, 9.83821, 86, 86
9.80719, -0.753846, -0.199559, 9.83814, 83, 83
9.80973, -0.768694, -0.214654, 9.84214, 85, 85
9.81198, -0.755168, -0.225967, 9.8436, 83, 83
9.79775, -0.768694, -0.201826, 9.82993, 85, 85
9.80373, -0.768695, -0.19957, 9.83585, 83, 83
9.81317, -0.765116, -0.202579, 9.84504, 85, 85
9.81496, -0.758927, -0.208628, 9.84647, 82, 82
9.81271, -0.768695, -0.203348, 9.84487, 86, 86
9.80524, -0.760429, -0.209373, 9.83691, 83, 83
9.80898, -0.757424, -0.212393, 9.84047, 84, 84
9.82019, -0.761933, -0.205617, 9.85185, 84, 84
9.81168, -0.749337, -0.204841, 9.84238, 84, 84
9.8, -0.773202, -0.207105, 9.83264, 83, 82
9.81121, -0.76043, -0.198823, 9.84264, 86, 91
9.80448, -0.767192, -0.204094, 9.83657, 81, 77
9.80823, -0.763434, -0.2139, 9.84023, 85, 85
9.80747, -0.750662, -0.201083, 9.83821, 83, 83
9.80672, -0.779965, -0.198818, 9.8397, 85, 88
9.81421, -0.761932, -0.206366, 9.8459, 82, 80
9.80748, -0.755921, -0.208622, 9.83878, 85, 85
9.81645, -0.767192, -0.20109, 9.84843, 85, 85
9.80794, -0.748586, -0.204084, 9.83858, 83, 82
9.80598, -0.767943, -0.207865, 9.8382, 83, 83
9.80672, -0.762684, -0.200327, 9.83838, 86, 86
9.81094, -0.756099, -0.210118, 9.84227, 83, 82
9.80674, -0.756672, -0.213145, 9.83819, 85, 85
9.81047, -0.768695, -0.2041, 9.84265, 82, 82
9.80749, -0.75592, -0.216161, 9.83895, 85, 86
9.81272, -0.769446, -0.210133, 9.84508, 85, 84
9.80747, -0.751414, -0.198821, 9.83822, 83, 84
9.7985, -0.764186, -0.201073, 9.83031, 83, 82
9.80299, -0.767192, -0.202585, 9.83505, 86, 86
9.80823, -0.760429, -0.207868, 9.83986, 84, 85
9.80672, -0.754419, -0.196558, 9.83766, 85, 84
9.80823, -0.782219, -0.20485, 9.8415, 81, 81
9.806, -0.749157, -0.226716, 9.83719, 85, 85
9.80973, -0.764937, -0.210885, 9.84176, 84, 84
9.80598, -0.756672, -0.209374, 9.83736, 83, 83
9.81121, -0.761182, -0.195054, 9.84262, 83, 83
9.80971, -0.770198, -0.195805, 9.84185, 92, 93
9.81093, -0.768121, -0.208609, 9.84317, 77, 76
9.80343, -0.745582, -0.185985, 9.8335, 83, 83
9.80673, -0.786727, -0.201079, 9.84029, 83, 83
9.80898, -0.754418, -0.210131, 9.84019, 85, 85
9.81571, -0.756672, -0.213907, 9.84716, 85, 85
9.80795, -0.753844, -0.217655, 9.83929, 83, 83
9.81645, -0.767192, -0.201844, 9.84845, 83, 83
9.80223, -0.771701, -0.19429, 9.83448, 85, 85
9.81122, -0.768695, -0.204854, 9.84342, 84, 84
9.81, -0.747479, -0.199593, 9.84046, 84, 83
9.80896, -0.784474, -0.189018, 9.84209, 83, 83
9.81196, -0.763435, -0.205609, 9.84377, 85, 84
9.81048, -0.752915, -0.214656, 9.84167, 84, 85
9.80703, -0.763256, -0.221453, 9.83918, 83, 83
9.80029, -0.764008, -0.207122, 9.8322, 83, 83
9.80373, -0.754419, -0.194293, 9.83463, 85, 85
9.82092, -0.76494, -0.189031, 9.85248, 84, 83
9.81421, -0.747656, -0.209383, 9.84488, 84, 84
9.7955, -0.792739, -0.191267, 9.82939, 91, 93
9.80869, -0.750088, -0.204085, 9.83944, 76, 74
9.81198, -0.776207, -0.217672, 9.84504, 85, 85
9.80823, -0.758175, -0.21013, 9.83973, 83, 83
9.80673, -0.76043, -0.201835, 9.83823, 83, 83
9.79821, -0.763613, -0.201812, 9.83, 87, 90
9.81346, -0.763435, -0.201841, 9.84518, 83, 80
9.80822, -0.7439, -0.204854, 9.83853, 83, 83
9.80373, -0.767944, -0.195046, 9.83569, 83, 82
9.81121, -0.770198, -0.197315, 9.84337, 85, 85
9.80823, -0.762683, -0.207868, 9.84003, 85, 85
9.81197, -0.771699, -0.21541, 9.84463, 83, 83
9.80645, -0.753093, -0.207098, 9.8375, 85, 85
9.80449, -0.756672, -0.210127, 9.83589, 83, 84
9.80598, -0.763435, -0.202588, 9.83774, 84, 84
9.80972, -0.748407, -0.209378, 9.84046, 83, 83
9.79223, -0.763612, -0.20256, 9.82405, 83, 83
9.80299, -0.773203, -0.202584, 9.83552, 85, 84
9.81046, -0.771701, -0.197314, 9.84274, 85, 85
9.80422, -0.759103, -0.221421, 9.83605, 84, 86
9.81916, -0.768121, -0.207108, 9.85133, 84, 81
9.80748, -0.750662, -0.204852, 9.83829, 83, 84
9.80898, -0.773954, -0.209376, 9.84169, 86, 86
